datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	asin	angle	angle_rad	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed	Motor0	Motor1
2014-03-22_17:04:28_010979	3347865.0	-150.0	16.0	-197.0	1.3229007633587777	40.03473282442748	0.5666030534351144	-0.736474609375	-0.054931640625	-0.848388671875	0.0	37.29	0.0	12.952202674897443	0.22604193149908278	-12.952202674897443	-23229.12186115508	40.03473282442748	0.005	0	0.0	49.603759765625	-0.06476101337448721	222	240
2014-03-22_17:04:28_061246	3398187.0	-138.0	-36.0	-214.0	3.605343511450381	44.798091603053436	0.36049618320610677	-0.57802734375	-0.2626953125	-0.8974609375	0.0	32.82	0.0	11.147974934453869	0.1945545363779035	-11.147974934453869	-23788.159055365697	44.798091603053436	0.005	0	0.0	50.14697265625	-0.055739874672269346	222	240
2014-03-22_17:04:28_111738	3448626.0	-109.0	50.0	-223.0	3.7274809160305336	48.85152671755725	-1.0364503816793893	-0.63955078125	-0.134033203125	-0.659912109375	0.0	26.05	0.0	9.041109532672493	0.15778550667840302	-9.041109532672493	-24242.32912744178	48.85152671755725	0.005	0	0.0	50.23388671875	-0.04520554766336247	222	240
2014-03-22_17:04:28_161488	3498375.0	-126.0	-28.0	-209.0	2.025190839694656	61.13396946564885	-1.0211832061068704	-0.620263671875	0.29638671875	-0.90478515625	0.0	31.09	0.0	6.515391374872535	0.1137066557569378	-6.515391374872535	-24564.952347518534	61.13396946564885	0.005	0	0.0	49.51708984375	-0.03257695687436268	222	240
2014-03-22_17:04:28_212028	3549007.0	-63.0	-35.0	-271.0	-0.37175572519084055	68.17213740458016	-2.1356870229007634	-0.531640625	0.41845703125	-0.98388671875	0.0	13.09	0.0	3.2770696845693545	0.05719144301168158	-3.2770696845693545	-24730.24515019489	68.17213740458016	0.005	0	0.0	50.439208984375	-0.016385348422846772	222	240
2014-03-22_17:04:28_261655	3598550.0	-94.0	27.0	-252.0	-0.24961832061068767	79.9354961832061	-1.8150763358778628	-0.309716796875	-0.249755859375	-0.8798828125	0.0	20.46	0.0	-0.29106730896152283	-0.00507970870787998	0.29106730896152283	-24715.71068706717	79.9354961832061	0.005	0	0.0	49.93505859375	0.0014553365448076142	222	240
2014-03-22_17:04:28_319958	3656843.0	-110.0	-44.0	-231.0	3.6969465648854953	91.97366412213741	-0.9677480916030535	-0.125634765625	-0.35498046875	-1.10400390625	0.0	25.47	0.0	-4.416972159772488	-0.07708502896636105	4.416972159772488	-24488.279755332635	91.97366412213741	0.005	0	0.0	51.490234375	0.02208486079886244	222	240
2014-03-22_17:04:28_362362	3699249.0	-29.0	-47.0	-278.0	3.971755725190839	98.54618320610687	2.4291984732824425	-0.477197265625	-0.100341796875	-0.824951171875	0.0	5.96	0.0	-8.894572185239717	-0.1552281358680579	8.894572185239717	-24056.7865995543	98.54618320610687	0.005	0	0.0	48.511962890625	0.044472860926198586	222	240
2014-03-22_17:04:28_413023	3749914.0	-54.0	43.0	-236.0	3.0099236641221365	107.34007633587787	-3.4028625954198475	-0.36708984375	0.165771484375	-1.236083984375	0.0	12.89	0.0	-13.757701086875437	-0.2400994954079483	13.757701086875437	-23363.782713067852	107.34007633587787	0.005	0	0.0	50.3720703125	0.06878850543437719	222	240
2014-03-22_17:04:28_462649	3799537.0	-10.0	-2.0	-237.0	3.3458015267175565	118.88969465648854	-1.0364503816793893	0.101171875	-0.397705078125	-1.30029296875	0.0	2.42	0.0	-19.226250897949946	-0.33553666488568845	19.226250897949946	-22408.008980684903	118.88969465648854	0.005	0	0.0	49.7119140625	0.09613125448974973	222	239
2014-03-22_17:04:28_513753	3850674.0	86.0	-38.0	-271.0	3.4603053435114495	129.45458015267178	-1.1204198473282445	0.33505859375	-0.233642578125	-0.704345703125	0.0	-17.61	0.0	-25.607185848830255	-0.4468967861925001	25.607185848830255	-21113.5144716408	129.45458015267178	0.005	0	0.0	50.552001953125	0.12803592924415128	223	239
2014-03-22_17:04:28_563253	3900138.0	47.0	60.0	-272.0	4.758015267175572	138.65305343511451	-2.6547709923664122	0.116552734375	-0.3154296875	-0.86474609375	0.0	-9.8	0.0	-32.04123857300629	-0.5591839192496735	32.04123857300629	-19521.80180046902	138.65305343511451	0.005	0	0.0	49.677001953125	0.16020619286503146	223	238
2014-03-22_17:04:28_621308	3958196.0	91.0	-6.0	-236.0	5.987022900763359	145.08053435114505	-4.7311068702290076	0.081884765625	-0.490234375	-0.9990234375	0.0	-21.09	0.0	-39.21589145805139	-0.6843960114843174	39.21589145805139	-17482.460554343343	145.08053435114505	0.005	0	0.0	52.0029296875	0.19607945729025694	224	238
2014-03-22_17:04:28_663753	4000639.0	86.0	-22.0	-242.0	4.666412213740458	146.0118320610687	-4.448664122137404	0.378515625	0.31982421875	-0.8740234375	0.0	-19.57	0.0	-45.695396970987154	-0.7974763869282226	45.695396970987154	-15287.765079608376	146.0118320610687	0.005	0	0.0	48.02880859375	0.22847698485493578	225	237
2014-03-22_17:04:28_714650	4051538.0	133.0	-14.0	-222.0	3.2236641221374036	148.30954198473285	-0.2807251908396947	0.459814453125	0.015625	-0.866455078125	0.0	-30.93	0.0	-52.69468267653984	-0.9196279699221613	52.69468267653984	-12643.073503302956	148.30954198473285	0.005	0	0.0	50.18896484375	0.2634734133826992	226	236
