datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	error	integral	derivative	Kp	Ki	Kd	target_angleRate2	error2	integral2	derivative2	Kp2	Ki2	Kd2	pitch_offset_force	dt	Motor0	Motor1
2014-04-20_16:51:43_729279	10868998.0	141.0	-37.0	-232.0	3.6482824427480915	117.71927480916031	0.37118320610687033	0.33673828125	0.171640625	-0.83642578125	0.0	-31.29	-41.8002975340806	41.8002975340806	-89511.10839520254	117.71927480916031	0.5	0	0.0	20.9001487670403	-96.81912604212002	-93966.32198482993	-4.615046028067795	0.09550000000000002	0	0.0	-9.246226537022464	49.992919921875	220	220
2014-04-20_16:51:43_779588	10919306.0	181.0	11.0	-189.0	4.068129770992366	107.98645038167939	-0.6669847328244273	0.5740429687499999	0.091318359375	-0.837158203125	0.0	-43.76	-47.147196488341436	47.147196488341436	-87146.49692679434	107.98645038167939	0.5	0	0.0	23.573598244170718	-84.41285213750868	-98199.94801378707	12.40627390461134	0.09550000000000002	0	0.0	-8.06142737913208	50.15380859375	220	220
2014-04-20_16:51:43_830306	10970025.0	406.0	221.0	-34.0	4.236068702290076	9.375763358778627	-0.7662213740458014	1.3411328125	0.152109375	-1.1708984375	0.0	-85.22	-48.36844532643745	48.36844532643745	-84725.99632883734	9.375763358778627	0.5	0	0.0	24.184222663218726	14.808459304440099	-97458.88874757933	99.22131144194879	0.09550000000000002	0	0.0	1.4142078635740296	50.04296875	248	235
2014-04-20_16:51:43_880402	11020200.0	205.0	-36.0	-175.0	-2.2448473282442754	-23.326526717557254	-5.010496183206106	0.9641796874999999	0.510751953125	-0.64892578125	0.0	-49.52	-47.249712967659235	47.249712967659235	-82366.16386257902	-23.326526717557254	0.5	0	0.0	23.624856483829618	46.951383201386875	-95113.95601771904	32.142923896946776	0.09550000000000002	0	0.0	4.483857095732447	49.94384765625	259	222
2014-04-20_16:51:43_930546	11070344.0	183.0	10.0	-161.0	3.4956106870229005	-27.280725190839696	1.5009541984732826	0.8721386718749999	-0.327138671875	-0.549072265625	0.0	-48.66	-45.9417100250345	45.9417100250345	-80069.91957916223	-27.280725190839696	0.5	0	0.0	22.97085501251725	50.25158020335695	-92602.29714146606	3.3001970019700764	0.09550000000000002	0	0.0	4.79902590942059	49.981689453125	261	220
2014-04-20_16:51:43_980550	11120351.0	135.0	-102.0	-243.0	4.99942748091603	-36.37996183206107	-2.29293893129771	1.021064453125	0.06275390625	-0.646484375	0.0	-29.06	-43.82281136378059	43.82281136378059	-77880.52293632776	-36.37996183206107	0.5	0	0.0	21.911405681890294	58.291367513951364	-89690.0484661847	8.039787310594413	0.09550000000000002	0	0.0	5.566825597582357	49.960205078125	220	220
2014-04-20_16:51:44_030408	11170242.0	159.0	-44.0	-239.0	0.14446564885496116	-55.63187022900763	-0.07156488549618312	0.5476757812499999	-0.325185546875	-1.063720703125	0.0	-33.64	-40.88887791785243	40.88887791785243	-75832.88459684781	-55.63187022900763	0.5	0	0.0	20.444438958926217	76.07630918793384	-85880.2895451327	17.78494167398248	0.09550000000000002	0	0.0	7.265287527447684	50.078125	220	220
2014-04-20_16:51:44_080867	11220590.0	129.0	25.0	-241.0	-5.725763358778627	-82.10515267175573	-0.5524809160305343	0.4817578125	-0.3371484375	-0.790771484375	0.0	-28.16	-36.61511375232045	36.61511375232045	-74003.92569581974	-82.10515267175573	0.5	0	0.0	18.307556876160223	100.41270954791595	-80864.58154689198	24.336400359982107	0.09550000000000002	0	0.0	9.589413761825975	49.950927734375	220	220
2014-04-20_16:51:44_130898	11270622.0	117.0	-43.0	-264.0	-1.4662213740458014	-103.6013358778626	-1.8654580152671754	0.31525390625	0.421884765625	-0.769775390625	0.0	-23.9	-31.285760761811133	31.285760761811133	-72440.05011648922	-103.6013358778626	0.5	0	0.0	15.642880380905567	119.24421625876816	-74903.94280125776	18.83150671085221	0.09550000000000002	0	0.0	11.38782265271236	49.98681640625	220	220
2014-04-20_16:51:44_181203	11320970.0	97.0	-61.0	-238.0	-1.3364503816793896	-106.83034351145038	-1.9494274809160306	0.469306640625	-0.11986328125	-0.9033203125	0.0	-22.18	-25.86974026958536	25.86974026958536	-71146.77784206493	-106.83034351145038	0.5	0	0.0	12.93487013479268	119.76521364624305	-68916.67626378544	0.5209973874748925	0.09550000000000002	0	0.0	11.437577903216214	49.99169921875	220	220
2014-04-20_16:51:44_231426	11371143.0	65.0	-18.0	-268.0	-3.710496183206107	-113.25019083969465	0.050572519083969536	0.063056640625	0.118173828125	-1.1015625	0.0	-13.63	-20.077204557136195	20.077204557136195	-70143.17740225536	-113.25019083969465	0.5	0	0.0	10.038602278568098	123.28879311826275	-62753.83189743169	3.5235794720196907	0.09550000000000002	0	0.0	11.774079742794093	49.987060546875	220	220
2014-04-20_16:51:44_281195	11420916.0	47.0	-3.0	-257.0	-3.092175572519084	-116.27309160305343	1.0276717557251909	0.279365234375	-0.20970703125	-1.048095703125	0.0	-10.36	-14.196501045473246	14.196501045473246	-69434.71446543845	-116.27309160305343	0.5	0	0.0	7.098250522736623	123.37134212579005	-56597.10193407565	0.08254900752730521	0.09550000000000002	0	0.0	11.781963173012953	49.904052734375	220	220
2014-04-20_16:51:44_331610	11471333.0	58.0	-2.0	-255.0	-4.527290076335879	-115.22729007633588	1.5620229007633588	-0.0787890625	0.239267578125	-0.749755859375	0.0	-12.81	-8.511208378742628	8.511208378742628	-69008.28547103688	-115.22729007633588	0.5	0	0.0	4.255604189371314	119.48289426570719	-50610.763898084464	-3.888447860082863	0.09550000000000002	0	0.0	11.41061640237504	50.10205078125	220	220
2014-04-20_16:51:44_381850	11521565.0	6.0	0.0	-260.0	-4.092175572519084	-115.55553435114504	4.363549618320611	-0.305107421875	-0.3039453125	-1.224609375	0.0	-1.32	-2.699094376997755	2.699094376997755	-68873.18512233903	-115.55553435114504	0.5	0	0.0	1.3495471884988774	116.90508153964392	-44759.20219829459	-2.5778127260632715	0.09550000000000002	0	0.0	11.164435287035996	50.053955078125	220	220
2014-04-20_16:51:44_431965	11571679.0	-28.0	-29.0	-268.0	-3.3593511450381683	-113.3570610687023	2.4017175572519087	0.068671875	-0.05296875	-0.91845703125	0.0	5.96	3.0250206210497446	-3.0250206210497446	-69024.33645178413	-113.3570610687023	0.5	0	0.0	-1.5125103105248723	111.84455075817742	-39170.66094318659	-5.060530781466497	0.09550000000000002	0	0.0	10.681154597405945	49.967041015625	220	220
2014-04-20_16:51:44_482041	11621797.0	-2.0	-45.0	-261.0	-4.863167938931298	-112.02881679389313	1.226145038167939	-0.46453125	0.440927734375	-1.080322265625	0.0	0.44	8.45700446591443	-8.45700446591443	-69446.74689433003	-112.02881679389313	0.5	0	0.0	-4.228502232957215	107.80031456093592	-33786.25104204445	-4.044236197241503	0.09550000000000002	0	0.0	10.294930040569382	49.947998046875	220	220
2014-04-20_16:51:44_532035	11671751.0	-57.0	34.0	-256.0	-4.260114503816794	-104.57080152671756	-1.9646946564885495	-0.2897265625	-0.03685546875	-0.876953125	0.0	12.55	13.665554263169062	-13.665554263169062	-70130.37825708612	-104.57080152671756	0.5	0	0.0	-6.832777131584531	97.73802439513302	-28896.820469117418	-10.062290165802892	0.09550000000000002	0	0.0	9.333981329735206	50.02587890625	220	220
2014-04-20_16:51:44_582607	11722325.0	-76.0	-22.0	-264.0	-1.0082061068702295	-95.95248091603054	1.9437022900763359	-0.234306640625	-0.086416015625	-0.91015625	0.0	16.06	18.426341350730745	-18.426341350730745	-71053.89065044765	-95.95248091603054	0.5	0	0.0	-9.213170675365372	86.73931024066516	-24549.520781450017	-10.998714154467862	0.09550000000000002	0	0.0	8.283604127983525	50.119140625	220	220
2014-04-20_16:51:44_632486	11772205.0	-122.0	-34.0	-229.0	-5.191412213740458	-95.06698473282442	0.5696564885496185	-0.7438281250000001	0.121103515625	-0.801513671875	0.0	28.05	23.270358333432757	-23.270358333432757	-72215.73260137017	-95.06698473282442	0.5	0	0.0	-11.635179166716378	83.43180556610804	-20383.939385625574	-3.307504674557123	0.09550000000000002	0	0.0	7.967737431563319	49.927978515625	220	220
2014-04-20_16:51:44_683000	11822718.0	-153.0	47.0	-216.0	-2.267748091603054	-87.525	1.0047709923664123	-0.5092089843750001	-0.23509765625	-1.00048828125	0.0	35.31	27.808349814075665	-27.808349814075665	-73608.87254038338	-87.525	0.5	0	0.0	-13.904174907037833	73.62082509296218	-16695.69062344273	-9.810980473145861	0.09550000000000002	0	0.0	7.030788796377889	50.097900390625	220	220
2014-04-20_16:51:44_733129	11872909.0	-118.0	-17.0	-232.0	-3.6570610687022906	-85.82270992366412	3.256679389312977	-0.6803515625000001	0.365	-0.82568359375	0.0	26.96	31.992420374064494	-31.992420374064494	-75206.86113333997	-85.82270992366412	0.5	0	0.0	-15.996210187032247	69.82649973663187	-13207.928561036173	-3.7943253563303045	0.09550000000000002	0	0.0	6.668430724848345	49.948974609375	220	220
