datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	error	integral	derivative	Kp	Ki	Kd	target_angleRate2	error2	integral2	derivative2	Kp2	Ki2	Kd2	pitch_offset_force	dt	Motor0	Motor1
2014-04-20_16:51:37_106723	4246442.0	-176.0	-96.0	-207.0	0.5185114503816792	1.757442748091603	0.4246183206106871	-0.5880664062500001	-0.4797265625	-1.254638671875	0.0	40.38	38.544937218986206	-38.544937218986206	-103568.20479595035	1.757442748091603	0.5	0	0.0	-19.272468609493103	-21.029911357584705	-19198.657461749935	-0.2730932501297012	0.06549999999999999	0	0.0	-1.377459193921798	49.27197265625	237	247
2014-04-20_16:51:37_156977	4296695.0	-165.0	-30.0	-254.0	2.8085877862595416	-0.14332061068702284	0.775763358778626	-0.7706835937500001	-0.658193359375	-0.4921875	0.0	33.01	38.441304246077635	-38.441304246077635	-105499.6550922987	-0.14332061068702284	0.5	0	0.0	-19.220652123038818	-19.077331512351794	-20157.181589006283	1.9525798452329113	0.0705	0	0.0	-1.3449518716208013	50.244140625	237	247
2014-04-20_16:51:37_206812	4346534.0	-180.0	29.0	-202.0	-1.5654580152671755	2.177290076335878	0.7528625954198475	-0.7509082031250001	0.41919921875	-0.63671875	0.0	41.71	38.40033274900814	-38.40033274900814	-107412.42479195248	2.177290076335878	0.5	0	0.0	-19.20016637450407	-21.37745645083995	-21222.020042935852	-2.300124938488157	0.0755	0	0.0	-1.6139979620384162	49.811279296875	236	248
2014-04-20_16:51:37_256831	4396547.0	-183.0	52.0	-180.0	-0.11507633587786259	0.45209923664122176	-2.3540076335877864	-0.7594531250000001	-0.0988671875	-0.84716796875	0.0	45.48	38.51973115375468	-38.51973115375468	-109336.60573724238	0.45209923664122176	0.5	0	0.0	-19.25986557687734	-19.71196481351856	-22206.694285261146	1.6654916373213915	0.0805	0	0.0	-1.586813167488244	49.953125	236	248
2014-04-20_16:51:37_306864	4446586.0	-159.0	-2.0	-172.0	5.739885496183206	7.184923664122138	2.760496183206107	-0.7821582031250001	-0.166982421875	-0.62548828125	0.0	42.75	38.25281804822046	-38.25281804822046	-111246.7344306556	7.184923664122138	0.5	0	0.0	-19.12640902411023	-26.31133268823237	-23520.532953732058	-6.59936787471381	0.0855	0	0.0	-2.249618944843868	49.934326171875	234	251
2014-04-20_16:51:37_356942	4496662.0	-177.0	-71.0	-216.0	-1.512022900763359	10.421564885496183	0.21087786259541996	-0.7289355468750001	0.506845703125	-0.80859375	0.0	39.34	37.76310162283773	-37.76310162283773	-113137.53551037311	10.421564885496183	0.5	0	0.0	-18.881550811418865	-29.30311569691505	-24987.74195981927	-2.991783008682681	0.09050000000000001	0	0.0	-2.6519319705708124	50.070068359375	232	253
2014-04-20_16:51:37_407684	4547438.0	-145.0	-48.0	-234.0	-1.0082061068702295	13.421564885496183	1.7223282442748094	-0.6747363281250001	-0.361318359375	-1.2197265625	0.0	31.79	36.98580614927584	-36.98580614927584	-114987.15991813659	13.421564885496183	0.5	0	0.0	-18.49290307463792	-31.914467960134104	-26583.753647697682	-2.611352263219054	0.09550000000000002	0	0.0	-3.0478316901928073	50.009033203125	231	254
2014-04-20_16:51:37_456242	4595963.0	-167.0	26.0	-200.0	0.5566793893129769	21.894847328244275	0.027671755725190983	-0.8121875000000001	-0.322255859375	-0.588623046875	0.0	39.86	35.997422911427854	-35.997422911427854	-116741.92882386876	21.894847328244275	0.5	0	0.0	-17.998711455713927	-39.8935587839582	-28528.447762755146	-7.9790908238240945	0.09550000000000002	0	0.0	-3.8098348638680086	48.7470703125	228	258
2014-04-20_16:51:37_506183	4645902.0	-165.0	83.0	-166.0	-2.634160305343512	35.30706106870229	1.0658396946564888	-0.6588671875000001	0.598154296875	-0.505615234375	0.0	44.83	34.439876365793445	-34.439876365793445	-118468.05946324534	35.30706106870229	0.5	0	0.0	-17.219938182896723	-52.52699925159901	-31161.10712075301	-12.63344046764081	0.09550000000000002	0	0.0	-5.016328428527706	50.1201171875	220	220
2014-04-20_16:51:37_556006	4695724.0	-148.0	-18.0	-216.0	3.5414122137404576	51.10858778625954	-4.544847328244274	-0.6049121093750001	0.019785156249999998	-0.66015625	0.0	34.42	31.945679995362134	-31.945679995362134	-120058.64391733083	51.10858778625954	0.5	0	0.0	-15.972839997681067	-67.08142778394061	-34501.11040778539	-14.554428532341603	0.09550000000000002	0	0.0	-6.406276353366329	49.790283203125	220	220
2014-04-20_16:51:37_606433	4746150.0	-145.0	42.0	-185.0	0.7627862595419845	67.81087786259542	0.3482824427480917	-0.430107421875	0.06861328125	-1.002685546875	0.0	38.09	28.736033036173914	-28.736033036173914	-121499.6970427772	67.81087786259542	0.5	0	0.0	-14.368016518086957	-82.17889438068238	-38622.213430040865	-15.097466596741768	0.09550000000000002	0	0.0	-7.848084413355169	50.14794921875	220	220
2014-04-20_16:51:37_656596	4796317.0	-136.0	-30.0	-226.0	5.472709923664122	71.77270992366412	0.8215648854961833	-0.288505859375	-0.28001953125	-1.137451171875	0.0	31.04	25.2678535821527	-25.2678535821527	-122762.15821654038	71.77270992366412	0.5	0	0.0	-12.63392679107635	-84.40663671474047	-42839.43359533259	-2.2277423340580924	0.09550000000000002	0	0.0	-8.060833806257717	49.963134765625	220	220
2014-04-20_16:51:37_706855	4846568.0	-113.0	-47.0	-231.0	2.9078244274809157	69.23072519083969	-0.0410305343511449	-0.40544921875	-0.032216796875	-1.085205078125	0.0	26.07	21.88898218711068	-21.88898218711068	-123857.44098830344	69.23072519083969	0.5	0	0.0	-10.94449109355534	-80.17521628439503	-46851.247957828804	4.2314204303454375	0.09550000000000002	0	0.0	-7.656733155159727	50.0380859375	220	220
2014-04-20_16:51:37_757229	4896948.0	-104.0	19.0	-237.0	1.2895038167938928	68.78797709923664	1.5009541984732826	-0.45330078125	0.217783203125	-0.84521484375	0.0	23.69	18.54700977051356	-18.54700977051356	-124786.84722449411	68.78797709923664	0.5	0	0.0	-9.27350488525678	-78.06148198449343	-50762.97437951953	2.1137342999016084	0.09550000000000002	0	0.0	-7.4548715295191235	50.11083984375	220	220
2014-04-20_16:51:37_807323	4947038.0	-63.0	-51.0	-267.0	1.5490458015267174	62.37576335877863	-1.1479007633587783	-0.5519335937500001	0.14966796875	-0.9111328125	0.0	13.28	15.376220489533463	-15.376220489533463	-125557.91813293922	62.37576335877863	0.5	0	0.0	-7.688110244766731	-70.06387360354536	-54276.46553330748	7.997608380948066	0.09550000000000002	0	0.0	-6.691099929138583	50.14697265625	220	220
2014-04-20_16:51:37_857371	4997119.0	-89.0	-22.0	-256.0	4.129198473282442	56.96354961832061	-1.071564885496183	-0.29412109375	-0.17015625	-1.015380859375	0.0	19.17	12.669230601954935	-12.669230601954935	-126189.49288797173	56.96354961832061	0.5	0	0.0	-6.334615300977467	-63.29816491929808	-57431.947050610084	6.765708684247279	0.09550000000000002	0	0.0	-6.044974749792968	49.85107421875	220	220
2014-04-20_16:51:37_907725	5047447.0	-79.0	-25.0	-255.0	1.4116412213740457	45.78797709923664	0.5620229007633589	-0.299736328125	0.14283203125	-0.936279296875	0.0	17.21	10.518638533973599	-10.518638533973599	-126714.92918546214	45.78797709923664	0.5	0	0.0	-5.259319266986799	-51.04729636622344	-59981.90656418525	12.250868553074639	0.09550000000000002	0	0.0	-4.87501680297434	49.952880859375	224	262
2014-04-20_16:51:37_958048	5097770.0	-61.0	23.0	-256.0	0.8314885496183204	38.8719465648855	-2.224236641221374	-0.351494140625	-0.008046875	-0.882080078125	0.0	13.4	8.67096076275363	-8.67096076275363	-127148.62540896442	38.8719465648855	0.5	0	0.0	-4.335480381376815	-43.207426946262316	-62143.01631967372	7.839869419961126	0.09550000000000002	0	0.0	-4.126309273368052	50.01708984375	227	259
2014-04-20_16:51:38_008347	5148136.0	-93.0	26.0	-243.0	2.8620229007633586	32.207824427480915	-0.140267175572519	-0.024833984375000007	-0.16625	-1.01318359375	0.0	20.94	7.336061224314041	-7.336061224314041	-127515.9353318321	32.207824427480915	0.5	0	0.0	-3.6680306121570205	-35.87585503963793	-63939.28779894473	7.331571906624383	0.09550000000000002	0	0.0	-3.426144156285423	50.069091796875	229	256
2014-04-20_16:51:38_058592	5198312.0	-46.0	1.0	-272.0	-1.2372137404580155	34.92538167938931	2.4322519083969465	-0.120537109375	0.255625	-1.052490234375	0.0	9.6	5.6722446662936585	-5.6722446662936585	-127799.17366230012	34.92538167938931	0.5	0	0.0	-2.8361223331468293	-37.76150401253614	-65824.87383793009	-1.8856489728982098	0.09550000000000002	0	0.0	-3.606223633197202	49.93408203125	229	257
2014-04-20_16:51:38_108524	5248305.0	-81.0	18.0	-249.0	3.175	51.329961832061066	1.2337786259541985	-0.0866015625	-0.40990234375	-1.02001953125	0.0	18.02	3.4023342228446727	-3.4023342228446727	-127969.40666416286	51.329961832061066	0.5	0	0.0	-1.7011671114223363	-53.0311289434834	-68478.24287251932	-15.26962493094726	0.09550000000000002	0	0.0	-5.064472814102666	50.0341796875	220	220
2014-04-20_16:51:38_158494	5298208.0	1.0	9.0	-270.0	4.007061068702289	68.66583969465648	-3.3234732824427478	-0.222099609375	-0.112783203125	-0.836669921875	0.0	-0.21	-0.03504303916814866	0.03504303916814866	-127967.65427265242	68.66583969465648	0.5	0	0.0	0.01752151958407433	-68.6483181750724	-71911.12805688546	-15.617189231589002	0.09550000000000002	0	0.0	-6.555914385719416	50.0068359375	220	220
2014-04-20_16:51:38_208618	5348333.0	6.0	-43.0	-261.0	0.9994274809160304	88.23072519083969	-0.18606870229007622	-0.025566406250000007	0.765146484375	-0.95751953125	0.0	-1.32	-4.379850362464163	4.379850362464163	-127748.87133721258	88.23072519083969	0.5	0	0.0	2.1899251812320815	-86.04080000960761	-76209.05087064662	-17.392481834535204	0.09550000000000002	0	0.0	-8.216896400917529	49.9521484375	220	220
2014-04-20_16:51:38_258826	5398550.0	-22.0	17.0	-281.0	4.068129770992366	91.71164122137405	1.8673664122137406	0.2180859375	-0.014150390625	-1.033935546875	0.0	4.48	-8.694982185909494	8.694982185909494	-127314.27719219922	91.71164122137405	0.5	0	0.0	4.347491092954747	-87.36415012841931	-80575.7013499779	-1.3233501188117032	0.09550000000000002	0	0.0	-8.343276337264045	49.982177734375	220	220
2014-04-20_16:51:38_309058	5448811.0	56.0	-46.0	-257.0	2.9841603053435115	97.45209923664122	0.29484732824427495	0.320869140625	-0.381337890625	-1.031005859375	0.0	-12.29	-13.553086189286287	13.553086189286287	-126635.0644101775	97.45209923664122	0.5	0	0.0	6.776543094643143	-90.67555614199807	-85119.90596053065	-3.311406013578761	0.09550000000000002	0	0.0	-8.659515611560817	50.114990234375	220	220
2014-04-20_16:51:38_359368	5499092.0	45.0	-6.0	-260.0	3.6940839694656487	95.00171755725191	-3.7814885496183206	0.293525390625	-0.23607421875	-1.04443359375	0.0	-9.82	-18.12448533310706	18.12448533310706	-125730.59683802343	95.00171755725191	0.5	0	0.0	9.06224266655353	-85.93947489069838	-89408.55012217212	4.736081251299694	0.09550000000000002	0	0.0	-8.207219852061696	49.903076171875	220	220
2014-04-20_16:51:38_409447	5549170.0	74.0	16.0	-258.0	0.5337786259541981	87.55896946564886	-0.4379770992366411	0.17365234375	0.1355078125	-1.058349609375	0.0	-16.01	-22.377978199462348	22.377978199462348	-124610.26652417134	87.55896946564886	0.5	0	0.0	11.188989099731174	-76.36998036591768	-93231.9341343293	9.569494524780694	0.09550000000000002	0	0.0	-7.29333312494514	50.06396484375	220	220
2014-04-20_16:51:38_459649	5599361.0	110.0	16.0	-255.0	0.9765267175572516	81.45209923664122	2.7452290076335877	0.2493359375	-0.29515625	-1.071044921875	0.0	-23.34	-26.390021136509027	26.390021136509027	-123290.19205135928	81.45209923664122	0.5	0	0.0	13.195010568254514	-68.2570886683867	-96646.27169296629	8.112891697530983	0.09550000000000002	0	0.0	-6.5185519678309305	50.021728515625	220	220
2014-04-20_16:51:38_510083	5649801.0	124.0	58.0	-226.0	5.594847328244274	71.90248091603053	-3.422709923664122	0.25373046875	-0.069326171875	-0.843017578125	0.0	-28.75	-29.960962086756126	29.960962086756126	-121791.96107982124	71.90248091603053	0.5	0	0.0	14.980481043378063	-56.921999872652464	-99492.71911091454	11.335088795734237	0.09550000000000002	0	0.0	-5.436050987838311	50.006103515625	220	220
2014-04-20_16:51:38_560526	5700325.0	142.0	-29.0	-223.0	-0.6723282442748095	65.45973282442748	2.974236641221374	0.49640625	0.129892578125	-0.79052734375	0.0	-32.49	-33.21988831083096	33.21988831083096	-120130.54492741637	65.45973282442748	0.5	0	0.0	16.60994415541548	-48.849788669012	-101935.82870769784	8.072211203640464	0.09550000000000002	0	0.0	-4.665154817890647	50.0126953125	225	262
2014-04-20_16:51:38_610276	5749993.0	134.0	-23.0	-250.0	2.6253816793893128	53.69637404580153	-0.16316793893129755	0.476142578125	-0.144765625	-0.836181640625	0.0	-28.19	-35.74937570673381	35.74937570673381	-118343.82673932351	53.69637404580153	0.5	0	0.0	17.874687853366904	-35.821686192434626	-103726.160901838	13.028102476577374	0.09550000000000002	0	0.0	-3.4209710313775075	49.97900390625	229	256
2014-04-20_16:51:38_660453	5800312.0	139.0	-53.0	-227.0	5.640648854961832	45.13148854961832	-2.8807251908396947	0.5581738281249999	-0.11546875	-0.828125	0.0	-31.48	-37.87535965058916	37.87535965058916	-116450.16971976178	45.13148854961832	0.5	0	0.0	18.93767982529458	-26.193808724323738	-105035.77459838019	9.627877468110889	0.09550000000000002	0	0.0	-2.5015087331729173	49.9970703125	233	252
2014-04-20_16:51:38_711121	5850843.0	213.0	-93.0	-228.0	-0.9853053435114507	49.337595419847325	2.1803435114503817	0.438544921875	0.01490234375	-0.799560546875	0.0	-43.06	-40.39785386489271	40.39785386489271	-114429.14280942865	49.337595419847325	0.5	0	0.0	20.198926932446355	-29.13866848740097	-106493.52612501489	-2.9448597630772326	0.09550000000000002	0	0.0	-2.7827428405467933	50.028076171875	232	253
2014-04-20_16:51:38_760974	5900724.0	146.0	36.0	-228.0	0.7017175572519081	54.97881679389313	0.29484732824427495	0.451484375	0.098642578125	-1.110107421875	0.0	-32.64	-42.93847113606407	42.93847113606407	-112280.70969699958	54.97881679389313	0.5	0	0.0	21.469235568032033	-33.5095812258611	-108170.18325752292	-4.370912738460127	0.09550000000000002	0	0.0	-3.200165007069735	50.03515625	230	255
2014-04-20_16:51:38_811225	5950949.0	214.0	-29.0	-162.0	3.029961832061068	69.18492366412214	-3.4456106870229006	0.5186230468749999	0.354990234375	-0.747802734375	0.0	-52.88	-46.526640956504494	46.526640956504494	-109954.84336994565	69.18492366412214	0.5	0	0.0	23.263320478252247	-45.92160318586989	-110465.8037523314	-12.412021960008794	0.09550000000000002	0	0.0	-4.385513104250576	49.989990234375	226	260
2014-04-20_16:51:38_861611	6001333.0	339.0	106.0	-51.0	-9.122709923664122	-16.624236641221373	8.768129770992367	0.7027050781249999	-0.47435546875	-0.833251953125	0.0	-81.45	-46.40982534961323	46.40982534961323	-107632.34659975822	-16.624236641221373	0.5	0	0.0	23.204912674806614	39.82914931602799	-108472.62515385692	85.75075250189788	0.09550000000000002	0	0.0	3.8036837596806734	50.043212890625	257	225
2014-04-20_16:51:38_911833	6051552.0	258.0	123.0	-164.0	0.14446564885496116	7.940648854961832	4.325381679389313	0.5147167968749999	0.123544921875	-0.858642578125	0.0	-57.56	-47.021810266839594	47.021810266839594	-105282.14004134557	7.940648854961832	0.5	0	0.0	23.510905133419797	15.570256278457965	-107694.40504250566	-24.258893037570022	0.09550000000000002	0	0.0	1.486959474592736	49.981201171875	248	235
2014-04-20_16:51:38_962196	6101914.0	223.0	52.0	-196.0	-1.061641221374046	-3.341793893129771	5.2566793893129775	0.7898632812499999	-0.2082421875	-0.673095703125	0.0	-48.69	-46.891178696457	46.891178696457	-102933.87194102036	-3.341793893129771	0.5	0	0.0	23.4455893482285	26.78738324135827	-106352.91695656808	11.217126962900306	0.09550000000000002	0	0.0	2.558195099549715	50.0791015625	252	230
2014-04-20_16:51:39_012069	6151790.0	224.0	111.0	-229.0	-7.687595419847328	-7.845610687022901	4.462786259541985	0.7451855468749999	0.131845703125	-0.98095703125	0.0	-44.37	-46.456660866388646	46.456660866388646	-100612.98971451465	-7.845610687022901	0.5	0	0.0	23.228330433194323	31.073941120217224	-104800.5247633191	4.286557878858954	0.09550000000000002	0	0.0	2.967561376980745	49.9580078125	254	228
2014-04-20_16:51:39_062457	6202171.0	222.0	-61.0	-147.0	-0.9853053435114507	-22.822709923664124	-0.002862595419847236	0.5784374999999999	0.348642578125	-0.818603515625	0.0	-56.49	-45.53808935537617	45.53808935537617	-98334.07294348087	-22.822709923664124	0.5	0	0.0	22.769044677688086	45.59175460135221	-102518.92235854865	14.517813481134983	0.09550000000000002	0	0.0	4.354012564429136	50.044189453125	259	222
2014-04-20_16:51:39_112162	6251882.0	196.0	-41.0	-215.0	-0.9929389312977106	-48.18912213740458	0.19561068702290085	0.450751953125	0.011240234375	-0.63623046875	0.0	-42.36	-43.112944345900644	43.112944345900644	-96178.2046881411	-48.18912213740458	0.5	0	0.0	21.556472172950322	69.7455943103549	-99031.2850606382	24.153839709002696	0.09550000000000002	0	0.0	6.660704256638894	50.005126953125	220	220
2014-04-20_16:51:39_162361	6302119.0	182.0	-1.0	-204.0	4.243702290076335	-67.19675572519084	-3.3463740458015265	0.5215527343749999	-0.10619140625	-0.29296875	0.0	-41.74	-39.79550193363547	39.79550193363547	-94190.02296604846	-67.19675572519084	0.5	0	0.0	19.897750966817735	87.09450669200858	-94680.04690843461	17.348912381653676	0.09550000000000002	0	0.0	8.317525389086821	49.9599609375	220	220
2014-04-20_16:51:39_212360	6352075.0	195.0	11.0	-237.0	-3.4738549618320613	-104.03645038167939	-1.7127862595419847	0.7993847656249999	-0.10326171875	-0.769775390625	0.0	-39.45	-34.68552751495143	34.68552751495143	-92453.95134327131	-104.03645038167939	0.5	0	0.0	17.342763757475716	121.3792141391551	-88604.80387887005	34.284707447146516	0.09550000000000002	0	0.0	11.591714950289314	50.0517578125	220	220
2014-04-20_16:51:39_262773	6402493.0	151.0	123.0	-267.0	-6.191412213740458	-115.3570610687023	-0.8730916030534349	0.347724609375	0.239267578125	-1.056884765625	0.0	-29.49	-28.920553775979666	28.920553775979666	-91005.72072166517	-115.3570610687023	0.5	0	0.0	14.460276887989833	129.8173379566921	-82104.04855099578	8.438123817537019	0.09550000000000002	0	0.0	12.397555774864099	50.076171875	220	220
2014-04-20_16:51:39_312909	6452667.0	145.0	-91.0	-257.0	-4.710496183206107	-119.99828244274809	2.920801526717557	0.127998046875	0.33619140625	-0.968505859375	0.0	-29.43	-23.057365943416936	23.057365943416936	-89854.11900343408	-119.99828244274809	0.5	0	0.0	11.528682971708468	131.52696541445655	-75534.9252722696	1.7096274577644408	0.09550000000000002	0	0.0	12.560825197080604	49.945068359375	220	220
2014-04-20_16:51:39_363158	6502878.0	104.0	-49.0	-246.0	-4.32118320610687	-120.18912213740458	0.21087786259541996	0.04865234374999999	0.483896484375	-1.037353515625	0.0	-22.92	-17.15827818832402	17.15827818832402	-88995.17878099148	-120.18912213740458	0.5	0	0.0	8.57913909416201	128.76826123156658	-69088.81000756584	-2.7587041828899714	0.09550000000000002	0	0.0	12.297368947614611	50.059814453125	220	220
2014-04-20_16:51:39_413324	6553047.0	62.0	-3.0	-272.0	-4.519656488549618	-124.86851145038167	2.3864503816793894	-0.08806640625	-0.11693359375	-1.15771484375	0.0	-12.84	-10.94872744134033	10.94872744134033	-88447.32541637543	-124.86851145038167	0.5	0	0.0	5.474363720670165	130.34287517105184	-62566.70201841592	1.5746139394852605	0.09550000000000002	0	0.0	12.447744578835453	50.0380859375	220	220
2014-04-20_16:51:39_463417	6603139.0	17.0	17.0	-266.0	-3.4585877862595424	-121.22729007633588	1.70706106870229	0.28302734375	-0.43578125	-1.08935546875	0.0	-3.66	-4.868122654457568	4.868122654457568	-88204.13915735643	-121.22729007633588	0.5	0	0.0	2.434061327228784	123.66135140356467	-56389.21973876739	-6.681523767487178	0.09550000000000002	0	0.0	11.809659059040428	49.954833984375	220	220
2014-04-20_16:51:39_513562	6653313.0	2.0	28.0	-270.0	-3.970038167938931	-120.26545801526717	-0.47614503816793874	-0.102470703125	0.104990234375	-0.925048828125	0.0	-0.42	1.1227073618222168	-1.1227073618222168	-88260.35977007389	-120.26545801526717	0.5	0	0.0	-0.5613536809111084	119.70410433435606	-50394.92566061209	-3.9572470692086057	0.09550000000000002	0	0.0	11.431741963931005	50.075927734375	220	220
2014-04-20_16:51:39_563667	6703381.0	-29.0	19.0	-251.0	-5.122709923664122	-121.318893129771	7.531488549618321	-0.024101562500000007	0.298349609375	-1.035888671875	0.0	6.59	7.172404941814145	-7.172404941814145	-88618.72085800166	-121.318893129771	0.5	0	0.0	-3.5862024709070726	117.73269065886393	-44512.54514090559	-1.9714136754921299	0.09550000000000002	0	0.0	11.243471957921507	49.9638671875	220	220
2014-04-20_16:51:39_613955	6753673.0	-22.0	-13.0	-263.0	-4.496755725190839	-118.26545801526717	1.294847328244275	-0.5463183593750001	0.09986328125	-1.02001953125	0.0	4.78	12.926537245632627	-12.926537245632627	-89265.82091403943	-118.26545801526717	0.5	0	0.0	-6.463268622816313	111.80218939245086	-38915.74828446636	-5.930501266413074	0.09550000000000002	0	0.0	10.677109086979058	50.059814453125	220	220
2014-04-20_16:51:39_663956	6803676.0	-67.0	-23.0	-253.0	0.12156488549618327	-115.86851145038167	2.562022900763359	-0.196220703125	-0.029287109375000002	-1.052978515625	0.0	14.83	18.64656420320187	-18.64656420320187	-90198.85929607836	-115.86851145038167	0.5	0	0.0	-9.323282101600935	106.54522934878074	-33584.428942081424	-5.256960043670119	0.09550000000000002	0	0.0	10.175069402808562	50.0380859375	220	220
2014-04-20_16:51:39_714067	6853787.0	-60.0	-66.0	-268.0	-4.328816793893131	-103.23492366412214	-0.6135496183206105	-0.6307910156250001	0.58521484375	-0.7294921875	0.0	12.62	23.582622634248807	-23.582622634248807	-91377.54134464492	-103.23492366412214	0.5	0	0.0	-11.791311317124404	91.44361234699772	-29013.989682583848	-15.101617001783012	0.09550000000000002	0	0.0	8.732864979138284	49.98095703125	220	220
2014-04-20_16:51:39_764410	6904128.0	-123.0	-59.0	-219.0	-3.2524809160305344	-94.88377862595419	0.44751908396946577	-0.46111328125	-0.20873046875	-1.02587890625	0.0	29.32	28.354265007053826	-28.354265007053826	-92797.55284108706	-94.88377862595419	0.5	0	0.0	-14.177132503526913	80.70664612242729	-24972.115724481857	-10.736966224570438	0.09550000000000002	0	0.0	7.707484704691807	50.0810546875	220	220
2014-04-20_16:51:39_814731	6954449.0	-147.0	-50.0	-215.0	-1.7486641221374049	-91.67003816793893	1.8520992366412217	-0.5944140625000001	-0.14037109375	-0.863037109375	0.0	34.36	32.97034442984649	-32.97034442984649	-94447.55920167107	-91.67003816793893	0.5	0	0.0	-16.485172214923246	75.18486595301567	-21209.476626000676	-5.521780169411613	0.09550000000000002	0	0.0	7.180154698512998	50.045166015625	220	220
2014-04-20_16:51:39_864859	7004582.0	-169.0	-41.0	-200.0	-2.83263358778626	-83.44103053435114	0.8368320610687024	-0.7106250000000001	0.139169921875	-0.566162109375	0.0	40.2	37.19751438887812	-37.19751438887812	-96304.68324951833	-83.44103053435114	0.5	0	0.0	-18.59875719443906	64.84227333991208	-17972.15964084638	-10.34259261310359	0.09550000000000002	0	0.0	6.192437103961605	49.926025390625	220	220
2014-04-20_16:51:39_915171	7054920.0	-194.0	4.0	-185.0	-1.1227099236641225	-80.33416030534352	0.5009541984732826	-0.7013476562500001	-0.316396484375	-0.924072265625	0.0	46.36	41.323036692402674	-41.323036692402674	-98373.89193963597	-80.33416030534352	0.5	0	0.0	-20.661518346201337	59.67264195914218	-14984.11328250997	-5.1696313807699	0.09550000000000002	0	0.0	5.69873730709808	50.073974609375	220	220
2014-04-20_16:51:39_965731	7105447.0	-185.0	-85.0	-222.0	5.915458015267175	26.833778625954196	12.86736641221374	-0.1139453125	0.428720703125	-0.828369140625	0.0	39.81	39.97786518963958	-39.97786518963958	-100372.82424000192	26.833778625954196	0.5	0	0.0	-19.98893259481979	-46.82271122077398	-17325.294568852594	-106.49535317991617	0.09550000000000002	0	0.0	-4.471568921583916	50.0009765625	225	261
2014-04-20_16:51:40_016173	7155897.0	-165.0	8.0	-204.0	1.6482824427480915	20.681106870229005	4.760496183206107	-0.8180468750000001	0.236826171875	-0.474609375	0.0	38.97	38.9454195297008	-38.9454195297008	-102317.99391333363	20.681106870229005	0.5	0	0.0	-19.4727097648504	-40.15381663507941	-19330.818898293	6.668894585694574	0.09550000000000002	0	0.0	-3.834689488650084	49.946044921875	228	258
2014-04-20_16:51:40_066065	7205785.0	-190.0	-18.0	-186.0	5.854389312977099	16.001717557251908	9.676526717557252	-0.7911914062500001	-0.1008203125	-0.656494140625	0.0	45.61	38.29432442115222	-38.29432442115222	-104233.58895921927	16.001717557251908	0.5	0	0.0	-19.14716221057611	-35.14887976782802	-21089.06952601501	5.004936867251388	0.09550000000000002	0	0.0	-3.3567180178275766	50.02294921875	230	256
2014-04-20_16:51:40_116492	7256251.0	-137.0	-10.0	-242.0	1.4116412213740457	23.93301526717557	2.638358778625954	-0.8634570312500001	0.14478515625	-0.572509765625	0.0	29.52	36.947824957001075	-36.947824957001075	-106078.20190382548	23.93301526717557	0.5	0	0.0	-18.473912478500537	-42.40692774567611	-23206.227111114815	-7.258047977848086	0.09550000000000002	0	0.0	-4.049861599712069	49.9248046875	227	259
2014-04-20_16:51:40_166472	7306192.0	-198.0	-3.0	-197.0	2.083396946564885	37.09332061068702	-0.4532442748091602	-0.7999804687500001	-0.195546875	-0.824462890625	0.0	45.15	35.294733670753004	-35.294733670753004	-107842.48189281124	37.09332061068702	0.5	0	0.0	-17.647366835376502	-54.740687446063525	-25942.55316885875	-12.333759700387418	0.09550000000000002	0	0.0	-5.227735651099067	49.987060546875	220	220
2014-04-20_16:51:40_216223	7355939.0	-140.0	13.0	-208.0	3.274236641221374	57.63530534351145	-2.605916030534351	-0.5531542968750001	-0.168447265625	-1.061279296875	0.0	33.95	32.440748735849255	-32.440748735849255	-109466.17463148011	57.63530534351145	0.5	0	0.0	-16.220374367924627	-73.85567971143607	-29639.105669337703	-19.114992265372543	0.09550000000000002	0	0.0	-7.053217412442145	50.051025390625	220	220
2014-04-20_16:51:40_266518	7406240.0	-116.0	24.0	-211.0	3.029961832061068	73.27652671755725	-4.415076335877862	-0.7709277343750001	-0.058095703125	-0.61279296875	0.0	28.8	28.780028489674276	-28.780028489674276	-110904.13615259067	73.27652671755725	0.5	0	0.0	-14.390014244837138	-87.66654096239438	-34019.2650787703	-13.810861250958311	0.09550000000000002	0	0.0	-8.372154661908665	49.9638671875	220	220
2014-04-20_16:51:40_316566	7456322.0	-116.0	-56.0	-231.0	1.7322519083969463	84.37576335877863	-4.926526717557252	-0.8749316406250001	0.172373046875	-0.53759765625	0.0	26.67	24.601541679308596	-24.601541679308596	-112134.74779153887	84.37576335877863	0.5	0	0.0	-12.300770839654298	-96.67653419843293	-38855.19242627585	-9.009993236038554	0.09550000000000002	0	0.0	-9.232609015950347	50.021728515625	220	220
2014-04-20_16:51:40_366901	7506670.0	-95.0	-30.0	-246.0	5.1062977099236635	85.27652671755725	-4.323473282442747	-0.44744140625	-0.042958984375	-0.789794921875	0.0	21.12	20.348283125315962	-20.348283125315962	-113153.3840370744	85.27652671755725	0.5	0	0.0	-10.174141562657981	-95.45066828021523	-43633.45847319602	1.225865918217707	0.09550000000000002	0	0.0	-9.115538820760555	50.06005859375	220	220
