datetime	reltime	speed	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	avgy	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed
2014-02-01_22:42:12_916653	2556354.1875	25.0	73.0	76.0	-298.0	-0.15267175572519084	35.9236641221374	-13.679389312977099	-0.59375	-0.204345703125	-0.973876953125	0.0	-7.16	-6.2614137483980326	-0.2184722173202384	6.2614137483980326	190.14022447798953	131.45491896515776	0.12000000000000002	0.01	2.7000000000000024	0.036063232421875	357.58105310051394
2014-02-01_22:42:12_953432	2560032.671875	25.0	5.0	-291.0	-227.0	-7.603053435114504	54.50381679389313	-5.717557251908397	-0.357421875	0.4990234375	1.75439453125	0.0	26.03	-9.469677380930607	-0.33041442361935125	9.469677380930607	190.48712770585362	87.57837665598187	0.12000000000000002	0.01	2.7000000000000024	0.036633056640625	239.50284953392148
2014-02-01_22:42:12_990022	2563692.09375	25.0	160.0	511.0	-332.0	3.2213740458015265	32.30534351145038	-6.8396946564885495	-0.763427734375	0.408203125	0.580322265625	0.0	-28.51	-15.190733463522312	-0.5300325702554889	15.190733463522312	191.04385918647134	156.10225235348412	0.12000000000000002	0.01	2.7000000000000024	0.0366494140625	425.2094079618949
2014-02-01_22:42:13_026878	2567380.78125	25.0	-27.0	-367.0	13.0	-10.709923664122137	45.534351145038165	0.8778625954198473	-1.074951171875	-0.48388671875	1.23583984375	0.0	-44.0	-23.42140924582918	-0.8172159541461682	23.42140924582918	191.89724247716129	225.89383688458304	0.12000000000000002	0.01	2.7000000000000024	0.03643603515625	614.6429011226459
2014-02-01_22:42:13_063413	2571031.375	25.0	176.0	444.0	-305.0	-28.671755725190838	27.740458015267176	2.786259541984733	-1.172119140625	-0.74951171875	1.99993896484375	0.0	-27.77	-27.13424535538759	-0.9467636202158964	27.13424535538759	192.89173641789407	101.3027850997938	0.12000000000000002	0.01	2.7000000000000024	0.03665087890625	278.70254657626896
2014-02-01_22:42:13_100094	2574702.375	10.0	-62.0	228.0	155.0	-36.847328244274806	18.51145038167939	3.099236641221374	-1.155029296875	0.756103515625	1.99993896484375	0.0	27.91	-23.805749303685456	-0.8306262841481318	23.805749303685456	193.75950712517792	-91.31138202756682	0.12000000000000002	0.01	2.7000000000000024	0.0364521484375	-241.7464464867366
2014-02-01_22:42:13_136724	2578361.578125	10.0	-147.0	78.0	297.0	25.702290076335878	-12.648854961832061	5.221374045801527	0.074951171875	0.443359375	1.99993896484375	0.0	7.36	-19.1917557457825	-0.6696355808019017	19.1917557457825	194.46413412415973	-125.67023049619645	0.12000000000000002	0.01	2.7000000000000024	0.036715087890625	-335.0619703089952
2014-02-01_22:42:13_173679	2582057.5	10.0	205.0	302.0	-455.0	69.7557251908397	-43.85496183206107	4.465648854961832	0.32666015625	0.145751953125	-0.56494140625	0.0	-16.79	-13.802633982729802	-0.48159923177703423	13.802633982729802	194.96678453807573	-147.98371417677092	0.12000000000000002	0.01	2.7000000000000024	0.0364169921875	-395.9500443539735
2014-02-01_22:42:13_210537	2585743.5	10.0	20.0	112.0	-193.0	44.47328244274809	-29.396946564885496	7.015267175572519	0.35205078125	-0.376708984375	1.12493896484375	0.0	-15.07	-10.43809780415819	-0.3642043895379689	10.43809780415819	195.35126381786253	-91.34265367182546	0.12000000000000002	0.01	2.7000000000000024	0.036834228515625	-243.41908053925135
2014-02-01_22:42:13_247245	2589414.0	10.0	2.0	162.0	-179.0	-16.66412213740458	-12.0	13.893129770992367	-0.887939453125	-0.598388671875	0.60595703125	0.0	-21.08	-10.066111996780153	-0.35122512200907724	10.066111996780153	195.7249583955555	-10.020083302778108	0.12000000000000002	0.01	2.7000000000000024	0.0371240234375	-23.88904189393174
2014-02-01_22:42:13_284284	2593117.78125	25.0	35.0	44.0	-128.0	-5.687022900763359	4.33587786259542	8.274809160305344	-0.56884765625	0.139892578125	0.22314453125	0.0	-9.49	-10.516465156439878	-0.3669387702875045	10.516465156439878	196.10713536612835	12.392487450395254	0.12000000000000002	0.01	2.7000000000000024	0.0363408203125	36.68276328850129
2014-02-01_22:42:13_320980	2596794.796875	25.0	119.0	124.0	-210.0	-27.641221374045802	20.358778625954198	-4.251908396946565	-0.2392578125	0.003662109375	0.673828125	0.0	-15.29	-13.426243283768372	-0.468466269496454	13.426243283768372	196.60472256259303	78.51365412307898	0.12000000000000002	0.01	2.7000000000000024	0.037060791015625	215.56406255199155
2014-02-01_22:42:13_357732	2600466.078125	25.0	192.0	116.0	-394.0	-22.68702290076336	30.03053435114504	-4.267175572519084	-0.304931640625	-0.08984375	1.29443359375	0.0	-8.21	-16.444688807797384	-0.5737853736147028	16.444688807797384	197.20602566011075	82.54971166930069	0.12000000000000002	0.01	2.7000000000000024	0.036565185546875	226.82964442064886
2014-02-01_22:42:13_394556	2604145.6875	25.0	-94.0	399.0	-133.0	-9.412213740458014	34.412213740458014	-12.664122137404581	-0.328125	0.336181640625	0.4091796875	0.0	-35.8	-22.43409782223187	-0.7827668465537987	22.43409782223187	198.02574108549373	163.91906699133153	0.12000000000000002	0.01	2.7000000000000024	0.036538818359375	447.2538300261183
2014-02-01_22:42:13_431322	2607821.484375	25.0	118.0	153.0	-349.0	33.587786259541986	17.68702290076336	-6.099236641221374	-0.20263671875	0.02734375	1.6416015625	0.0	-11.84	-23.4643564556144	-0.8187144611170412	23.4643564556144	198.88550122845552	28.117558150443386	0.12000000000000002	0.01	2.7000000000000024	0.03664111328125	80.72198479315549
2014-02-01_22:42:13_468113	2611500.28125	25.0	110.0	511.0	-211.0	-7.129770992366412	18.786259541984734	0.8473282442748091	-0.076904296875	0.483642578125	0.647216796875	0.0	-33.8	-26.71897504194107	-0.9322740768297653	26.71897504194107	199.8654144195689	88.74262900808179	0.12000000000000002	0.01	2.7000000000000024	0.0366748046875	244.8100294710497
2014-02-01_22:42:13_504574	2615169.78125	25.0	20.0	200.0	-108.0	11.961832061068701	8.32824427480916	4.458015267175573	-0.499755859375	-0.11376953125	1.302490234375	0.0	-30.83	-28.11585984949812	-0.9810139514828373	28.11585984949812	200.8977387346289	38.04484395282771	0.12000000000000002	0.01	2.7000000000000024	0.036716796875	108.10395924192098
2014-02-01_22:42:13_541453	2618834.875	10.0	321.0	52.0	-512.0	77.33587786259542	-18.16793893129771	13.648854961832061	-0.09716796875	0.274658203125	1.2998046875	0.0	-2.9	-23.467630661077624	-0.8188287041548369	23.467630661077624	201.7497523791548	-128.02955272223164	0.12000000000000002	0.01	2.7000000000000024	0.036305908203125	-340.8461791469049
2014-02-01_22:42:13_578484	2622537.890625	10.0	108.0	122.0	-512.0	68.0381679389313	-23.946564885496183	3.7022900763358777	-0.39306640625	0.71240234375	0.93505859375	0.0	-6.7	-18.95646213397543	-0.6614257548491077	18.95646213397543	202.44575443662657	-122.86715886247968	0.12000000000000002	0.01	2.7000000000000024	0.0367158203125	-327.4420959282521
2014-02-01_22:42:13_616513	2626340.984375	10.0	-3.0	147.0	-349.0	-29.732824427480917	-46.3587786259542	4.732824427480916	-0.445068359375	0.0068359375	-1.179443359375	0.0	-11.43	-12.690973713221185	-0.44281136473207205	12.690973713221185	202.91378366641766	-169.89355319490375	0.12000000000000002	0.01	2.7000000000000024	0.03687890625	-455.16053894398976
2014-02-01_22:42:13_653631	2630052.59375	10.0	46.0	78.0	-237.0	-10.358778625954198	-41.083969465648856	4.068702290076335	-0.470703125	0.222412109375	0.49993896484375	0.0	-9.11	-7.300643163174891	-0.25473283891049864	7.300643163174891	203.19114215842566	-141.88453215382987	0.12000000000000002	0.01	2.7000000000000024	0.037990966796875	-380.1802482141757
2014-02-01_22:42:13_690493	2633741.78125	10.0	-9.0	130.0	-35.0	-31.412213740458014	-31.290076335877863	-0.48091603053435117	0.06005859375	0.0927734375	1.202392578125	0.0	-37.48	-6.5928886253829	-0.23003798413757504	6.5928886253829	203.43462352304311	-19.164287374121564	0.12000000000000002	0.01	2.7000000000000024	0.036930908203125	-48.91808303985189
2014-02-01_22:42:13_727188	2637408.6875	10.0	29.0	227.0	-401.0	-0.5419847328244275	-32.85496183206107	2.4427480916030535	-0.28857421875	-0.39208984375	1.9990234375	0.0	-14.76	-3.5140064086589167	-0.12261013289109968	3.5140064086589167	203.56385848676234	-83.71737438313741	0.12000000000000002	0.01	2.7000000000000024	0.036777099609375	-223.57959148056452
2014-02-01_22:42:13_763992	2641088.578125	10.0	71.0	94.0	-315.0	-27.16793893129771	-7.755725190839694	-0.5038167938931297	-0.55712890625	-0.5849609375	1.45751953125	0.0	-8.31	-3.0810364675551662	-0.10750301701169457	3.0810364675551662	203.67631330900343	-11.862507550240547	0.12000000000000002	0.01	2.7000000000000024	0.0364990234375	-29.622282876452854
2014-02-01_22:42:13_800992	2644794.671875	25.0	81.0	94.0	-256.0	40.41984732824427	1.6946564885496183	-3.954198473282443	-0.37158203125	-0.08203125	1.99993896484375	0.0	-10.09	-3.9824164386154206	-0.13895381851414587	3.9824164386154206	203.82275850646855	24.512039154059842	0.12000000000000002	0.01	2.7000000000000024	0.03677294921875	68.69862327366016
2014-02-01_22:42:13_837751	2648466.578125	25.0	100.0	45.0	-512.0	0.15267175572519084	17.6793893129771	-8.916030534351146	-0.642333984375	-0.39794921875	-0.398681640625	0.0	-2.51	-5.9370112202555045	-0.20715321773396736	5.9370112202555045	204.04164521017782	53.01578831879443	0.12000000000000002	0.01	2.7000000000000024	0.0368681640625	145.8954862592775
2014-02-01_22:42:13_877098	2652399.390625	25.0	-61.0	116.0	18.0	12.389312977099237	44.74045801526717	-7.419847328244275	-0.78857421875	-0.19921875	0.63720703125	0.0	40.61	-6.867999344692583	-0.23963710204789193	6.867999344692583	204.3075672365628	24.044739412800528	0.12100000000000002	0.01	2.7000000000000024	0.038718994140625	67.79490000763491
2014-02-01_22:42:13_914032	2656092.375	25.0	196.0	-49.0	-390.0	16.770992366412212	68.00763358778626	-14.732824427480915	-0.972412109375	-0.09228515625	-0.086181640625	0.0	3.58	-13.874495719693916	-0.4841066196683153	13.874495719693916	204.81702476359837	190.81395171578288	0.12100000000000002	0.01	2.7000000000000024	0.036718994140625	518.9246538623331
2014-02-01_22:42:13_950476	2659736.890625	25.0	59.0	-499.0	-177.0	-15.702290076335878	42.343511450381676	-14.900763358778626	-0.02099609375	0.334228515625	0.7978515625	0.0	35.25	-13.998492371347128	-0.48843309041685723	13.998492371347128	205.33342764343305	3.3612635599470146	0.12100000000000002	0.01	2.7000000000000024	0.036889892578125	12.822563465224281
2014-02-01_22:42:13_987188	2663408.59375	25.0	43.0	-24.0	-303.0	-0.9694656488549618	19.671755725190838	-9.900763358778626	-0.18310546875	0.126220703125	-1.040771484375	0.0	2.27	-14.671957452370815	-0.5119315231113334	14.671957452370815	205.86543296393685	18.573218412702744	0.12100000000000002	0.01	2.7000000000000024	0.036260009765625	53.98165089567369
2014-02-01_22:42:14_023869	2667076.59375	25.0	63.0	395.0	-279.0	6.244274809160306	6.870229007633588	-1.7633587786259541	-0.116943359375	0.29248046875	0.00927734375	0.0	-27.39	-16.75423436947246	-0.5845859863737773	16.75423436947246	206.4781160081912	56.94127790613499	0.12100000000000002	0.01	2.7000000000000024	0.03656884765625	157.8334938653527
2014-02-01_22:42:14_060438	2670736.890625	10.0	187.0	204.0	-385.0	36.93129770992366	-14.053435114503817	2.885496183206107	-0.54296875	0.402587890625	-1.038818359375	0.0	-13.96	-14.81583428068634	-0.5169516497099211	14.81583428068634	207.020717001545	-52.9284222419334	0.12100000000000002	0.01	2.7000000000000024	0.036623046875	-139.04381693524178
2014-02-01_22:42:14_096979	2674392.203125	10.0	175.0	81.0	-440.0	-16.671755725190838	-24.85496183206107	1.9541984732824427	-0.200927734375	0.091796875	-1.640625	0.0	-5.22	-10.938486921557287	-0.3816638842134434	10.938486921557287	207.4189436205039	-106.50295926738112	0.12100000000000002	0.01	2.7000000000000024	0.036406005859375	-284.1602436682158
2014-02-01_22:42:14_134037	2678092.78125	10.0	124.0	260.0	-228.0	1.7709923664122138	-56.13740458015267	4.175572519083969	0.085693359375	0.439208984375	-0.523681640625	0.0	-24.39	-5.6720335333368785	-0.19790765992103554	5.6720335333368785	207.62611963049477	-144.18416601932216	0.12100000000000002	0.01	2.7000000000000024	0.03652587890625	-386.5346709983315
2014-02-01_22:42:14_170794	2681768.171875	10.0	150.0	410.0	-512.0	-2.8702290076335877	-45.13740458015267	0.5038167938931297	-0.341552734375	0.434326171875	-0.05126953125	0.0	-19.35	-1.6750249155750276	-0.058444693495290564	1.6750249155750276	207.68786777188325	-108.42575779563919	0.12100000000000002	0.01	2.7000000000000024	0.036864013671875	-290.46998935572265
2014-02-01_22:42:14_207368	2685426.59375	10.0	201.0	177.0	-512.0	29.48854961832061	-27.229007633587788	6.931297709923665	0.741943359375	0.3271484375	1.99993896484375	0.0	-9.54	0.7510614175128937	0.026205911287958607	-0.7510614175128937	207.66038508505298	-66.30137189970728	0.12100000000000002	0.01	2.7000000000000024	0.036591796875	-177.02797870987834
2014-02-01_22:42:14_244090	2689098.78125	10.0	68.0	64.0	-223.0	-27.31297709923664	-16.83969465648855	8.625954198473282	-0.906982421875	-0.568115234375	0.564453125	0.0	-8.01	1.8534223738153208	0.06466930822802934	-1.8534223738153208	207.59284829233292	-30.25225774193483	0.12100000000000002	0.01	2.7000000000000024	0.03643896484375	-79.82943152753245
2014-02-01_22:42:14_280823	2692771.703125	23.63	61.0	108.0	-340.0	0.25190839694656486	-7.66412213740458	-1.4274809160305344	-0.564453125	-0.085205078125	-0.7177734375	0.0	-8.81	1.6935895385589297	0.05909244726304709	-1.6935895385589297	207.53068660990445	4.354631456765851	0.12100000000000002	0.01	2.7000000000000024	0.0367041015625	13.627887465201223
2014-02-01_22:42:14_317704	2696459.796875	25.0	9.0	84.0	-101.0	14.938931297709924	21.603053435114504	-0.5267175572519084	-0.4228515625	0.478271484375	1.5693359375	0.0	-19.88	-3.0118786730688596	-0.10508997463603836	3.0118786730688596	207.64085474917084	128.6424500565829	0.12100000000000002	0.01	2.7000000000000024	0.036577880859375	349.77546101970717
2014-02-01_22:42:14_354226	2700112.390625	25.0	123.0	108.0	-338.0	-9.885496183206106	12.580152671755725	-8.86259541984733	-0.179443359375	-0.120849609375	0.723388671875	0.0	-8.86	-5.083368445517217	-0.17736805462376892	5.083368445517217	207.82712495668736	56.53156178258693	0.12100000000000002	0.01	2.7000000000000024	0.03664306640625	155.3285756444593
2014-02-01_22:42:14_392879	2703980.78125	25.0	78.0	-4.0	-170.0	-24.259541984732824	42.213740458015266	-4.1679389312977095	-0.50244140625	-0.7216796875	1.32806396484375	0.0	0.67	-9.69847416422425	-0.33839756330161375	9.69847416422425	208.19700477715023	121.01088272950398	0.12200000000000003	0.01	2.7000000000000024	0.038137939453125	329.9945672654679
2014-02-01_22:42:14_431556	2707845.59375	25.0	-135.0	511.0	-100.0	-30.33587786259542	22.83206106870229	-8.748091603053435	-1.01513671875	-0.46826171875	1.03369140625	0.0	-39.48	-15.518460500558378	-0.5414675680585617	15.518460500558378	208.79606054349955	150.7659773055686	0.12300000000000003	0.01	2.7000000000000024	0.038602783203125	411.0648699720393
2014-02-01_22:42:14_471443	2711833.78125	25.0	138.0	480.0	-180.0	11.664122137404581	30.358778625954198	-4.8320610687022905	-1.13525390625	-0.158447265625	0.873779296875	0.0	-34.74	-21.268067205893875	-0.742081898321489	21.268067205893875	209.62775308859332	147.02911855816572	0.12400000000000003	0.01	2.7000000000000024	0.039105224609375	401.7121379714646
2014-02-01_22:42:14_510453	2715734.1875	25.0	86.0	344.0	-75.0	-9.076335877862595	-9.0	3.2595419847328246	-0.034423828125	-0.015869140625	0.8671875	0.0	-38.87	-21.87326998542218	-0.7631985340342701	21.87326998542218	210.4981127163531	15.209533358783306	0.12500000000000003	0.01	2.7000000000000024	0.039791015625	45.90487994405626
2014-02-01_22:42:14_549179	2719606.78125	10.0	319.0	491.0	-512.0	23.549618320610687	-13.877862595419847	3.145038167938931	-0.15966796875	0.373291015625	-1.734375	0.0	-21.91	-20.16923019811131	-0.7037414584128162	20.16923019811131	211.26784755408224	-44.65066286775964	0.12600000000000003	0.01	2.7000000000000024	0.038163818359375	-115.9027882624483
2014-02-01_22:42:14_587634	2723453.375	10.0	146.0	310.0	-512.0	10.885496183206106	-24.755725190839694	6.32824427480916	-0.35302734375	0.22265625	1.518798828125	0.0	-15.6	-16.633080721720315	-0.5803587132491387	16.633080721720315	211.90958559427142	-91.65275548811329	0.12700000000000003	0.01	2.7000000000000024	0.03858203125	-243.2309427103049
2014-02-01_22:42:14_627114	2727407.484375	10.0	-105.0	200.0	322.0	-59.79389312977099	-9.450381679389313	4.236641221374046	-1.0341796875	-0.82861328125	0.06298828125	0.0	15.93	-12.17295600214992	-0.42473677606943194	12.17295600214992	212.39053920479287	-112.88594323382955	0.12800000000000003	0.01	2.7000000000000024	0.039510009765625	-301.11000297101697
2014-02-01_22:42:14_665572	2731247.0	10.0	153.0	150.0	-403.0	-5.152671755725191	-47.25190839694657	9.427480916030534	-0.45703125	0.48291015625	1.6455078125	0.0	-10.21	-6.147144871452951	-0.21448516648475055	6.147144871452951	212.6257590429612	-157.4762327737923	0.12900000000000003	0.01	2.7000000000000024	0.038264892578125	-422.26658921039257
2014-02-01_22:42:14_704033	2735093.1875	10.0	54.0	-20.0	-318.0	-36.37404580152672	-40.88549618320611	7.351145038167939	-0.789794921875	-0.353271484375	0.349609375	0.0	1.8	-0.31683375295833566	-0.011054911129041719	0.31683375295833566	212.63786176744583	-152.63004251071465	0.13000000000000003	0.01	2.7000000000000024	0.038198974609375	-409.9335477733709
2014-02-01_22:42:14_743051	2738997.296875	10.0	127.0	-9.0	-222.0	3.969465648854962	-25.572519083969464	1.1526717557251909	-0.908447265625	-0.594970703125	1.385986328125	0.0	1.16	3.0122288911295083	0.1051021943869333	-3.0122288911295083	212.52164091660634	-86.28312909833082	0.13100000000000003	0.01	2.7000000000000024	0.0385830078125	-231.23383414106533
2014-02-01_22:42:14_781763	2742866.1875	14.63	74.0	126.0	-279.0	-27.19083969465649	-11.702290076335878	-3.984732824427481	-0.492431640625	-0.16796875	-0.318603515625	0.0	-12.16	2.9703245744752502	0.10364007587143231	-2.9703245744752502	212.40551906509606	1.0718862980212276	0.13200000000000003	0.01	2.7000000000000024	0.039093994140625	4.6260653514775445
2014-02-01_22:42:14_820109	2746700.28125	25.0	-69.0	226.0	-46.0	23.38167938931298	19.954198473282442	-4.473282442748092	-0.7724609375	-0.09326171875	0.333251953125	0.0	-39.26	-3.7169033245525305	-0.1296895786654756	3.7169033245525305	212.54785668007963	174.62551703431697	0.13300000000000003	0.01	2.7000000000000024	0.038294677734375	474.1087227016225
2014-02-01_22:42:14_858469	2750536.390625	25.0	142.0	153.0	-332.0	2.16793893129771	11.51908396946565	-8.86259541984733	-0.074462890625	0.5361328125	0.951171875	0.0	-12.38	-5.999645027150519	-0.20933862620902022	5.999645027150519	212.77672497487754	59.840704088584715	0.13400000000000004	0.01	2.7000000000000024	0.03814697265625	164.50162072256583
2014-02-01_22:42:14_896865	2754376.578125	25.0	143.0	178.0	-163.0	0.8549618320610687	51.23664122137404	-5.320610687022901	-0.635986328125	0.117919921875	0.70458984375	0.0	-23.77	-14.095188238967905	-0.4918069867050909	14.095188238967905	213.31583839535352	211.65899629528172	0.13500000000000004	0.01	2.7000000000000024	0.038248046875	575.5152987934754
2014-02-01_22:42:14_935173	2758206.484375	25.0	229.0	49.0	-342.0	-37.05343511450382	58.30534351145038	-4.374045801526718	-0.32275390625	-0.11669921875	0.589599609375	0.0	-4.08	-20.282293671374813	-0.7076864505015636	20.282293671374813	214.09143310727762	161.79673149720486	0.13600000000000004	0.01	2.7000000000000024	0.038239990234375	441.75048131283324
2014-02-01_22:42:14_973937	2762082.890625	25.0	18.0	511.0	-297.0	-11.251908396946565	59.2442748091603	-4.648854961832061	-0.75390625	0.0673828125	0.60595703125	0.0	-29.93	-28.529804026923163	-0.9954572235493079	28.529804026923163	215.17915974694083	216.32259942320923	0.13700000000000004	0.01	2.7000000000000024	0.0381259765625	590.1313931918232
2014-02-01_22:42:15_012491	2765946.578125	25.0	-16.0	-376.0	-200.0	-31.442748091603054	47.37404580152672	0.6259541984732825	-0.612060546875	-0.362060546875	1.2802734375	0.0	31.01	-28.543722472847733	-0.9959428636722866	28.543722472847733	216.29435796650378	0.3562454196528193	0.13800000000000004	0.01	2.7000000000000024	0.03906982421875	7.063839913980639
2014-02-01_22:42:15_050964	2769786.0	25.0	-54.0	230.0	-73.0	-10.664122137404581	32.51145038167939	0.8396946564885496	-1.318359375	-0.392333984375	1.380126953125	0.0	-36.21	-33.3208079012749	-1.162624141705335	33.3208079012749	217.56913918753926	124.86561871322787	0.13900000000000004	0.01	2.7000000000000024	0.0382578125	343.9444542158681
2014-02-01_22:42:15_089555	2773648.28125	10.0	187.0	428.0	-409.0	47.404580152671755	-27.12213740458015	-3.030534351145038	-0.3203125	0.50537109375	1.99993896484375	0.0	-23.16	-28.944596155135034	-1.0099300821749837	28.944596155135034	218.6813084419035	-113.89245043802698	0.14000000000000004	0.01	2.7000000000000024	0.038424072265625	-301.2705596365352
2014-02-01_22:42:15_128218	2777511.375	10.0	102.0	-49.0	-387.0	-21.587786259541986	-25.9618320610687	-0.2366412213740458	-0.611572265625	0.4814453125	-0.286865234375	0.0	3.61	-22.475393501980417	-0.7842077286106217	22.475393501980417	219.54420771713163	-168.4992437098355	0.14100000000000004	0.01	2.7000000000000024	0.03839306640625	-449.5834854556057
2014-02-01_22:42:15_165088	2781199.28125	10.0	-62.0	87.0	253.0	17.786259541984734	-28.587786259541986	-1.083969465648855	-0.542724609375	-0.71044921875	1.99993896484375	0.0	9.49	-15.868644504107442	-0.5536861306387802	15.868644504107442	220.13126620598706	-178.58552966249616	0.14100000000000004	0.01	2.7000000000000024	0.036994873046875	-477.74213855160104
2014-02-01_22:42:15_201816	2784871.078125	10.0	-114.0	20.0	-303.0	-13.358778625954198	-23.389312977099237	1.297709923664122	-0.479248046875	-1.009033203125	1.9892578125	0.0	-1.89	-11.696860002004875	-0.4081249128403655	11.696860002004875	220.56149704929322	-113.41999310101099	0.14100000000000004	0.01	2.7000000000000024	0.03678173828125	-302.3791091419543
2014-02-01_22:42:15_238379	2788527.796875	10.0	257.0	287.0	-512.0	-6.9541984732824424	-17.045801526717558	16.633587786259543	0.079345703125	-0.11474609375	1.82861328125	0.0	-14.64	-9.978626490431873	-0.34817259212951407	9.978626490431873	220.92694475500042	-46.91672753055182	0.14100000000000004	0.01	2.7000000000000024	0.036623046875	-123.05890854978911
2014-02-01_22:42:15_275357	2792225.1875	10.0	120.0	174.0	-325.0	12.687022900763358	-36.25190839694657	4.076335877862595	-0.565673828125	-0.8056640625	0.586181640625	0.0	-14.09	-6.140794228574546	-0.2142635808993212	6.140794228574546	221.15016172567871	-105.58040516470399	0.14100000000000004	0.01	2.7000000000000024	0.036349853515625	-281.9897403412152
2014-02-01_22:42:15_312318	2795929.390625	10.0	156.0	47.0	-365.0	59.35114503816794	-28.83969465648855	-4.8320610687022905	-0.608154296875	-0.66943359375	1.996826171875	0.0	-3.67	-2.444891210165743	-0.08530674145728342	2.444891210165743	221.2408423586495	-99.6473062361931	0.14100000000000004	0.01	2.7000000000000024	0.03708984375	-266.49058875350175
2014-02-01_22:42:15_349228	2799612.78125	25.0	117.0	234.0	-302.0	0.0	-11.022900763358779	-3.8396946564885495	-0.572265625	-0.640869140625	1.454833984375	0.0	-18.89	-2.7909296836268527	-0.0973806588843982	2.7909296836268527	221.34283121486172	9.469358546878036	0.14100000000000004	0.01	2.7000000000000024	0.03654296875	28.174217474110723
2014-02-01_22:42:15_385533	2803265.09375	25.0	70.0	104.0	-237.0	-0.5801526717557252	12.488549618320612	-6.519083969465649	-0.128173828125	0.32958984375	-0.06689453125	0.0	-11.85	-5.174743191570222	-0.18055628721459255	5.174743191570222	221.53274403731933	64.95413295727228	0.14100000000000004	0.01	2.7000000000000024	0.036699951171875	178.32112521501992
2014-02-01_22:42:15_422323	2806929.09375	25.0	10.0	191.0	-158.0	-6.175572519083969	41.656488549618324	-4.0534351145038165	-0.715087890625	-0.34228515625	1.024169921875	0.0	-25.21	-12.062629577985808	-0.4208872846470973	12.062629577985808	221.97140144412367	189.40982362493867	0.14100000000000004	0.01	2.7000000000000024	0.036364990234375	515.3270685722721
2014-02-01_22:42:15_459185	2810611.484375	25.0	162.0	162.0	-279.0	4.427480916030534	25.801526717557252	-9.488549618320612	-0.08984375	0.271240234375	0.883544921875	0.0	-15.08	-15.417081685649181	-0.5379302751447725	15.417081685649181	222.53719253345596	91.40451861034985	0.14100000000000004	0.01	2.7000000000000024	0.036698974609375	251.19138069095592
2014-02-01_22:42:15_495915	2814281.296875	25.0	56.0	511.0	-301.0	32.32824427480916	35.2442748091603	-8.534351145038167	-0.27587890625	0.196533203125	1.72802734375	0.0	-29.76	-21.031298839981503	-0.7338206154913295	21.031298839981503	223.31074485931958	152.63903265172206	0.14100000000000004	0.01	2.7000000000000024	0.036781005859375	417.3239087446805
2014-02-01_22:42:15_532706	2817960.6875	25.0	70.0	511.0	-261.0	25.72519083969466	43.404580152671755	-2.7404580152671754	-0.63037109375	0.23876953125	1.142333984375	0.0	-31.49	-27.186296633476502	-0.9485797848386777	27.186296633476502	224.3033433640168	168.5793349481141	0.14100000000000004	0.01	2.7000000000000024	0.036510986328125	461.2405056188689
2014-02-01_22:42:15_569469	2821639.484375	10.0	-22.0	-94.0	-255.0	13.114503816793894	23.931297709923665	1.916030534351145	-1.22802734375	-0.0732421875	1.12841796875	0.0	10.12	-26.289051414817184	-0.9172732524360496	26.289051414817184	225.2687599987126	-24.432690340441745	0.14100000000000004	0.01	2.7000000000000024	0.03672314453125	-60.008820069716414
2014-02-01_22:42:15_606412	2825331.09375	25.0	-52.0	-202.0	83.0	-38.6412213740458	5.259541984732825	1.5801526717557253	-1.518798828125	-0.958740234375	1.585693359375	0.0	-33.85	-27.663916072580797	-0.965244803649016	27.663916072580797	226.2788779068501	37.65316919651352	0.14100000000000004	0.01	2.7000000000000024	0.036513916015625	107.82695777588899
2014-02-01_22:42:15_643254	2829014.78125	10.0	70.0	-63.0	-219.0	6.404580152671755	2.8625954198473282	5.648854961832061	-0.7529296875	0.53125	1.99993896484375	0.0	8.03	-24.434693477887926	-0.8525713006939262	24.434693477887926	227.1788811626172	-87.67197648183843	0.14100000000000004	0.01	2.7000000000000024	0.0368330078125	-230.9972559089556
2014-02-01_22:42:15_679921	2832681.890625	10.0	-26.0	134.0	49.0	37.19847328244275	-56.61068702290076	7.290076335877862	-0.289794921875	0.378662109375	1.99993896484375	0.0	34.97	-11.763899391836377	-0.4104640401896852	11.763899391836377	227.61264048814215	-343.6420569461765	0.14100000000000004	0.01	2.7000000000000024	0.0368720703125	-923.898717535547
2014-02-01_22:42:15_716877	2836377.1875	10.0	386.0	368.0	-387.0	103.6412213740458	-69.85496183206106	10.038167938931299	-0.12841796875	1.25830078125	1.984375	0.0	-21.79	-4.578344070251771	-0.15974682729419998	4.578344070251771	227.77908162635623	-197.65512872020298	0.14100000000000004	0.01	2.7000000000000024	0.03635400390625	-530.7455102143795
2014-02-01_22:42:15_753808	2840072.984375	10.0	141.0	316.0	-367.0	30.49618320610687	-66.93893129770993	19.66412213740458	-0.003662109375	0.3935546875	1.99993896484375	0.0	-20.37	1.8035405811912018	0.0629288409347942	-1.8035405811912018	227.7125531709135	-173.0084950381914	0.14100000000000004	0.01	2.7000000000000024	0.0368876953125	-465.100110293356
