datetime	reltime		adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	error	integral	derivative	Kp	Ki	Kd	pid_output	target_angleRate2	error2	integral2	derivative2	Kp2	Ki2	Kd2	pid_output2	pitch_offset_force	pitch_offset	dt	m1_pos	m2_pos	m1_percent	m2_percent	sleep_time	sensor_time	pid_time	motors_time	curses_time	sum_time
2014-06-12_22:20:50_758151	9551910	0.021709	-52	-5	-278	2.496	-40.495	-1.961	-0.499	0.061	-1.067	0	10.6	12.2420542387	-12.2420542387	-711.238530536	-40.4953435115	0.08	0	0	-0.986	-0.986	0	0	0	0.08	0	0	0	0	-0.986	21.6137695313	246	241	0.07	0.058	-0.0115	0.0076	0.0042	0.0033	0.0052	0.0203
2014-06-12_22:20:50_779457	9573213	0.021303	-54	-16	-259	-3.572	-43.717	-1.716	-0.484	0.309	-1.014	0	11.78	13.1390943705	-13.1390943705	-989.1932490923	-43.7167175573	0.08	0	0	-1.061	-1.061	0	0	0	0.08	0	0	0	0	-1.061	21.1547851563	246	241	0.071	0.057	-0.0111	0.0075	0.0039	0.0034	0.0051	0.0199
2014-06-12_22:20:50_800952	9594706	0.021493	-65	-32	-269	-4.084	-43.236	-2.724	-0.192	0.24	-1.003	0	13.59	14.0593281417	-14.0593281417	-1000	-43.2358015267	0.08	0	0	-1.135	-1.135	0	0	0	0.08	0	0	0	0	-1.135	21.5078125	247	241	0.071	0.056	-0.0113	0.0075	0.0042	0.0034	0.005	0.0201
2014-06-12_22:20:50_822394	9616189	0.021483	-61	-37	-275	-5.366	-30.595	1.261	-0.119	0.282	-0.908	0	12.51	14.6620452077	-14.6620452077	-1000	-30.5945801527	0.08	0	0	-1.183	-1.183	0	0	0	0.08	0	0	0	0	-1.183	21.1372070313	247	241	0.072	0.055	-0.0113	0.0075	0.004	0.0034	0.005	0.0199
2014-06-12_22:20:50_843639	9637398	0.021209	-87	-77	-273	-4.366	-37.709	1.818	-0.216	0.481	-0.63	0	17.68	15.5041706478	-15.5041706478	-1000	-37.7090839695	0.08	0	0	-1.25	-1.25	0	0	0	0.08	0	0	0	0	-1.25	21.1560058594	247	240	0.073	0.055	-0.0111	0.0075	0.0039	0.0033	0.005	0.0197
2014-06-12_22:20:50_865011	9658769	0.021371	-81	-69	-272	-1.924	-18.053	2.307	-0.17	-0.515	-1.374	0	16.58	15.8990132494	-15.8990132494	-1000	-18.0525954198	0.08	0	0	-1.282	-1.282	0	0	0	0.08	0	0	0	0	-1.282	21.0969238281	247	240	0.073	0.054	-0.011	0.0075	0.0038	0.0034	0.0051	0.0198
2014-06-12_22:20:50_886286	9680045	0.021276	-67	-72	-270	-3.137	-22.892	2.413	-0.383	-0.386	-0.997	0	13.94	16.3330616086	-16.3330616086	-1000	-22.8922900763	0.08	0	0	-1.317	-1.317	0	0	0	0.08	0	0	0	0	-1.317	21.0961914063	247	240	0.073	0.054	-0.0111	0.0074	0.0039	0.0033	0.0052	0.0198
2014-06-12_22:20:50_907600	9701360	0.021315	-57	-45	-255	-0.092	-5.045	0.284	-0.322	-0.177	-0.881	0	12.6	16.362420058	-16.362420058	-1000	-5.0449618321	0.08	0	0	-1.319	-1.319	0	0	0	0.08	0	0	0	0	-1.319	21.0349121094	247	240	0.073	0.054	-0.0111	0.0075	0.0038	0.0034	0.0051	0.0198
2014-06-12_22:20:50_928447	9722249	0.020889	-60	-31	-267	1.435	-5.747	0.971	-0.32	-0.155	-0.712	0	12.67	16.405982117	-16.405982117	-1000	-5.7472519084	0.08	0	0	-1.322	-1.322	0	0	0	0.08	0	0	0	0	-1.322	20.8601074219	247	240	0.073	0.054	-0.0107	0.0075	0.0035	0.0034	0.005	0.0194
2014-06-12_22:20:50_949464	9743221	0.020972	-66	-52	-249	1.634	7.68	-1.006	-0.278	-0.234	-0.805	0	14.85	16.2187519092	-16.2187519092	-1000	7.6802290076	0.08	0	0	-1.308	-1.308	0	0	0	0.08	0	0	0	0	-1.308	20.7319335938	247	240	0.073	0.054	-0.0108	0.0075	0.0035	0.0034	0.0051	0.0195
2014-06-12_22:20:50_970500	9764252	0.021031	-44	-2	-261	3.176	9.604	-0.648	-0.487	-0.247	-1.205	0	9.57	15.88658041	-15.88658041	-1000	9.6038931298	0.08	0	0	-1.281	-1.281	0	0	0	0.08	0	0	0	0	-1.281	21.1640625	247	240	0.073	0.054	-0.0109	0.0075	0.0039	0.0033	0.0049	0.0196
2014-06-12_22:20:50_991894	9785648	0.021396	-49	-40	-257	1.786	13.329	-1.938	-0.494	-0.188	-1.073	0	10.8	15.5112243242	-15.5112243242	-1000	13.3290839695	0.08	0	0	-1.251	-1.251	0	0	0	0.08	0	0	0	0	-1.251	20.9401855469	247	240	0.073	0.055	-0.0111	0.0075	0.0039	0.0035	0.0051	0.02
2014-06-12_22:20:51_013389	9807143	0.021495	-51	-63	-246	0.382	8.604	-1.022	-0.487	-0.217	-0.891	0	11.71	15.2545733143	-15.2545733143	-1000	8.6038931298	0.08	0	0	-1.23	-1.23	0	0	0	0.08	0	0	0	0	-1.23	21.4299316406	247	240	0.072	0.055	-0.0114	0.0075	0.0041	0.0033	0.0051	0.02
2014-06-12_22:20:51_034712	9828518	0.021375	-46	-38	-249	-1.214	20.65	-3.396	-0.527	0.482	-0.735	0	10.47	14.7335207644	-14.7335207644	-1000	20.6496946565	0.08	0	0	-1.189	-1.189	0	0	0	0.08	0	0	0	0	-1.189	21.0168457031	247	241	0.072	0.055	-0.0111	0.0074	0.0039	0.0035	0.0051	0.0199
2014-06-12_22:20:51_055996	9849808	0.02129	-67	-4	-264	1.359	27.688	-2.77	-0.32	0.366	-1.259	0	14.24	14.1479392545	-14.1479392545	-1000	27.6878625954	0.08	0	0	-1.142	-1.142	0	0	0	0.08	0	0	0	0	-1.142	21.2182617188	247	241	0.071	0.056	-0.011	0.0075	0.0038	0.0033	0.0052	0.0198
2014-06-12_22:20:51_077626	9871384	0.021576	-73	-45	-242	-3.618	14.535	-2.304	-0.341	0.456	-0.651	0	16.79	13.8970057178	-13.8970057178	-1000	14.5351908397	0.08	0	0	-1.122	-1.122	0	0	0	0.08	0	0	0	0	-1.122	21.3220214844	247	241	0.071	0.056	-0.0114	0.0075	0.004	0.0035	0.0052	0.0202
2014-06-12_22:20:51_098785	9892617	0.021233	-67	17	-272	-0.305	23.55	0.337	-0.392	0.561	-1.061	0	13.84	13.4058660877	-13.4058660877	-1000	23.5504580153	0.08	0	0	-1.082	-1.082	0	0	0	0.08	0	0	0	0	-1.082	21.2299804688	246	241	0.071	0.057	-0.011	0.0075	0.0038	0.0033	0.0051	0.0197
2014-06-12_22:20:51_120060	9913812	0.021195	-61	-48	-252	1.573	35.65	1.497	-0.457	0.032	-1.292	0	13.61	12.6749169215	-12.6749169215	-1000	35.6496946565	0.08	0	0	-1.024	-1.024	0	0	0	0.08	0	0	0	0	-1.024	21.0380859375	246	241	0.07	0.057	-0.011	0.0075	0.0038	0.0035	0.005	0.0198
2014-06-12_22:20:51_141381	9935139	0.021327	-53	29	-263	-1.885	31.65	0.765	-0.202	-0.027	-0.83	0	11.39	11.9909768293	-11.9909768293	-1000	31.6496946565	0.08	0	0	-0.969	-0.969	0	0	0	0.08	0	0	0	0	-0.969	21.2250976563	246	241	0.07	0.058	-0.0111	0.0075	0.004	0.0033	0.0051	0.0199
2014-06-12_22:20:51_162634	9956422	0.021283	-46	-44	-272	3.42	33.466	-0.953	-0.352	-0.097	-0.987	0	9.6	11.2525755309	-11.2525755309	-1000	33.4664885496	0.08	0	0	-0.91	-0.91	0	0	0	0.08	0	0	0	0	-0.91	21.0559082031	246	242	0.069	0.059	-0.0112	0.0075	0.0039	0.0034	0.005	0.0198
2014-06-12_22:20:51_184065	9977911	0.021489	-48	-27	-264	1.428	53.016	-1.724	-0.37	0.062	-1.104	0	10.31	10.1268231651	-10.1268231651	-1000	53.0161068702	0.08	0	0	-0.82	-0.82	0	0	0	0.08	0	0	0	0	-0.82	21.3029785156	245	242	0.068	0.06	-0.0111	0.0075	0.004	0.0034	0.005	0.0199
2014-06-12_22:20:51_205616	9999374	0.021463	-51	-43	-263	3.053	45.642	1.375	-0.333	-0.329	-1.284	0	10.98	9.1962976622	-9.1962976622	-1000	45.6420610687	0.08	0	0	-0.746	-0.746	0	0	0	0.08	0	0	0	0	-0.746	21.1828613281	245	242	0.067	0.06	-0.0113	0.0075	0.004	0.0034	0.0051	0.02
2014-06-12_22:20:51_226709	10020468	0.021094	-59	-2	-249	-1.489	47.092	0.078	0.027	-0.153	-0.792	0	13.33	8.3060371146	-8.3060371146	-1000	47.0924427481	0.08	0	0	-0.674	-0.674	0	0	0	0.08	0	0	0	0	-0.674	21.0822753906	245	243	0.067	0.061	-0.011	0.0075	0.0038	0.0033	0.0051	0.0197
2014-06-12_22:20:51_248199	10041958	0.02149	-65	38	-270	0.687	53.131	3.1	0.011	-0.071	-1	0	13.54	7.3115559597	-7.3115559597	-1000	53.130610687	0.08	0	0	-0.595	-0.595	0	0	0	0.08	0	0	0	0	-0.595	21.1088867188	245	243	0.066	0.062	-0.0112	0.0075	0.0038	0.0035	0.0051	0.0199
2014-06-12_22:20:51_269354	10063109	0.021151	-55	40	-272	2.977	59.352	1.116	-0.111	-0.502	-0.978	0	11.43	6.1599954093	-6.1599954093	-1000	59.3519847328	0.08	0	0	-0.503	-0.503	0	0	0	0.08	0	0	0	0	-0.503	21.2150878906	244	244	0.065	0.063	-0.0109	0.0075	0.0039	0.0033	0.0051	0.0198
2014-06-12_22:20:51_290504	10084291	0.021182	-58	36	-246	2.55	61.062	1.681	0.001	0.196	-1.172	0	13.27	5.0454905878	-5.0454905878	-1000	61.0619083969	0.08	0	0	-0.414	-0.414	0	0	0	0.08	0	0	0	0	-0.414	21	244	244	0.064	0.064	-0.0111	0.0075	0.0039	0.0035	0.0049	0.0198
2014-06-12_22:20:51_311806	10105565	0.021274	-54	10	-258	3.886	57.505	0.116	-0.158	-0.05	-1.001	0	11.82	3.9899737116	-3.9899737116	-1000	57.5046564885	0.08	0	0	-0.329	-0.329	0	0	0	0.08	0	0	0	0	-0.329	21.1350097656	244	244	0.063	0.065	-0.011	0.0075	0.0038	0.0033	0.0051	0.0197
2014-06-12_22:20:51_333144	10126907	0.021342	-25	1	-264	1.931	62.718	-1.762	0.105	0.141	-0.774	0	5.41	2.7206219571	-2.7206219571	-1000	62.7183969466	0.08	0	0	-0.228	-0.228	0	0	0	0.08	0	0	0	0	-0.228	21.1140136719	243	245	0.062	0.066	-0.0112	0.0075	0.0039	0.0034	0.0051	0.0199
2014-06-12_22:20:51_354532	10148287	0.02138	-35	33	-263	6.649	65.856	0.223	0.061	0.621	-0.875	0	7.58	1.4409608364	-1.4409608364	-1000	65.8558015267	0.08	0	0	-0.125	-0.125	0	0	0	0.08	0	0	0	0	-0.125	21.333984375	243	245	0.061	0.068	-0.0112	0.0075	0.004	0.0033	0.005	0.0198
2014-06-12_22:20:51_376086	10169847	0.02156	-49	17	-248	3.855	72.871	4.749	0.141	-1.237	-1.155	0	11.18	0.1306506217	-0.1306506217	-1000	72.8710687023	0.08	0	0	-0.02	-0.02	0	0	0	0.08	0	0	0	0	-0.02	21.0749511719	242	246	0.06	0.069	-0.0112	0.0075	0.0038	0.0035	0.0052	0.02
2014-06-12_22:20:51_397421	10191212	0.021365	-3	25	-257	1.496	65.337	-3.174	-0.342	-0.769	-0.648	0	0.67	-1.2278673825	1.2278673825	-973.742044034	65.3367175573	0.08	0	0	0.088	0.088	0	0	0	0.08	0	0	0	0	0.088	21.3850097656	242	246	0.059	0.07	-0.0111	0.0075	0.004	0.0033	0.0051	0.0199
2014-06-12_22:20:51_418992	10212824	0.021612	-13	-22	-264	-0.435	73.253	-1.09	-0.443	-0.478	-0.499	0	2.82	-2.683401227	2.683401227	-916.3090031737	73.2527480916	0.08	0	0	0.206	0.206	0	0	0	0.08	0	0	0	0	0.206	21.4030761719	242	247	0.058	0.071	-0.0114	0.0075	0.0042	0.0035	0.005	0.0202
2014-06-12_22:20:51_440223	10233979	0.021155	20	-44	-275	-1.122	66.299	-4.411	-0.682	1.277	-1.355	0	-4.16	-4.1003727366	4.1003727366	-828.7486266713	66.2985496183	0.08	0	0	0.32	0.32	0	0	0	0.08	0	0	0	0	0.32	21.3542480469	241	247	0.057	0.073	-0.0109	0.0075	0.004	0.0033	0.0049	0.0197
2014-06-12_22:20:51_461792	10255551	0.021572	-6	-44	-302	-7.534	76.436	-4.22	0.176	1.49	-1.421	0	1.14	-5.5711208687	5.5711208687	-711.571469942	76.4359541985	0.08	0	0	0.439	0.439	0	0	0	0.08	0	0	0	0	0.439	21.0329589844	241	248	0.056	0.074	-0.0114	0.0075	0.0041	0.0035	0.0051	0.0202
2014-06-12_22:20:51_483100	10276895	0.021344	14	-17	-277	-2.252	56.94	3.246	-0.147	1.075	-0.707	0	-2.89	-6.7114327484	6.7114327484	-567.9802352081	56.9397709924	0.08	0	0	0.531	0.531	0	0	0	0.08	0	0	0	0	0.531	21.3950195313	240	248	0.055	0.075	-0.0112	0.0075	0.004	0.0033	0.005	0.0198
2014-06-12_22:20:51_504722	10298483	0.021588	-6	-59	-269	2.389	83.001	0.658	-0.093	0.66	-0.781	0	1.28	-8.2913397295	8.2913397295	-390.6475873416	83.0008396947	0.08	0	0	0.659	0.659	0	0	0	0.08	0	0	0	0	0.659	21.3876953125	240	249	0.053	0.077	-0.0113	0.0075	0.0042	0.0034	0.005	0.0201
2014-06-12_22:20:51_526092	10319882	0.021399	22	-40	-212	2.244	85.871	-2.167	0.043	-0.521	-1.362	0	-5.93	-10.0328535776	10.0328535776	-177.3808648578	85.8710687023	0.08	0	0	0.801	0.801	0	0	0	0.08	0	0	0	0	0.801	21.2568359375	239	249	0.052	0.078	-0.0112	0.0075	0.0041	0.0032	0.0051	0.0199
2014-06-12_22:20:51_547726	10341486	0.021604	47	-75	-276	1.924	60.65	-3.35	0.125	-1.131	-1.572	0	-9.66	-11.2848966173	11.2848966173	61.7344128313	60.6496946565	0.08	0	0	0.903	0.903	0	0	0	0.08	0	0	0	0	0.903	21.1889648438	239	250	0.051	0.079	-0.0114	0.0075	0.004	0.0035	0.0051	0.0201
2014-06-12_22:20:51_569002	10362754	0.021268	48	-40	-273	-4.847	90.405	0.841	0.651	-1.475	-1.483	0	-9.97	-13.1534170514	13.1534170514	343.036421344	90.4054198473	0.08	0	0	1.056	1.056	0	0	0	0.08	0	0	0	0	1.056	21.3862304688	238	250	0.049	0.081	-0.0111	0.0075	0.004	0.0034	0.005	0.0199
2014-06-12_22:20:51_590611	10384368	0.021614	43	0	-245	15.534	96.39	-1.006	0.54	-1.022	-1.375	0	-9.96	-15.1033992659	15.1033992659	665.0419261517	96.3901526718	0.08	0	0	1.215	1.215	0	0	0	0.08	0	0	0	0	1.215	21.3200683594	238	251	0.048	0.083	-0.0114	0.0076	0.0041	0.0035	0.005	0.0202
2014-06-12_22:20:51_611889	10405649	0.021281	53	14	-267	11.046	73.131	-3.709	-0.01	-0.444	-0.753	0	-11.23	-16.5469155863	16.5469155863	1000	73.130610687	0.08	0	0	1.334	1.334	0	0	0	0.08	0	0	0	0	1.334	21.2231445313	237	252	0.047	0.084	-0.0112	0.0075	0.004	0.0034	0.005	0.0199
2014-06-12_22:20:51_633732	10427523	0.021874	78	61	-239	1.428	71.566	-4.869	-0.229	-1.046	-0.723	0	-18.08	-18.0839132389	18.0839132389	1000	71.5657251908	0.08	0	0	1.457	1.457	0	0	0	0.08	0	0	0	0	1.457	21.4790039063	237	252	0.045	0.086	-0.0117	0.0075	0.0042	0.0034	0.0052	0.0203
2014-06-12_22:20:51_655176	10448938	0.021415	80	79	-257	-7.565	73.245	-3.609	-0.077	-1.454	-0.917	0	-17.29	-19.612414642	19.612414642	1000	73.2451145038	0.08	0	0	1.579	1.579	0	0	0	0.08	0	0	0	0	1.579	21.5148925781	236	253	0.044	0.087	-0.0111	0.0074	0.004	0.0033	0.0051	0.0198
2014-06-12_22:20:51_678040	10471795	0.022857	142	49	-270	-2.382	72.108	-2.854	0.555	1.452	-0.985	0	-27.74	-21.335829441	21.335829441	1000	72.1077099237	0.08	0	0	1.717	1.717	0	0	0	0.08	0	0	0	0	1.717	22.0871582031	236	253	0.043	0.089	-0.0126	0.0074	0.0055	0.0033	0.0052	0.0214
2014-06-12_22:20:51_699090	10492885	0.02109	83	52	-272	8.977	65.26	-4.793	0.111	0.33	-1.01	0	-16.97	-22.5887118069	22.5887118069	1000	65.2603816794	0.08	0	0	1.817	1.817	0	0	0	0.08	0	0	0	0	1.817	20.955078125	235	254	0.042	0.09	-0.0109	0.0075	0.0037	0.0033	0.005	0.0195
2014-06-12_22:20:51_720321	10514112	0.021227	127	33	-239	21.275	72.024	1.055	0.183	0.169	-0.527	0	-27.99	-24.1863608092	24.1863608092	1000	72.023740458	0.08	0	0	1.945	1.945	0	0	0	0.08	0	0	0	0	1.945	21.1052246094	235	254	0.041	0.091	-0.011	0.0075	0.0039	0.0035	0.0049	0.0198
2014-06-12_22:20:51_750185	10543981	0.029869	146	-75	-249	-12.008	65.161	3.001	0.184	0.664	-0.928	0	-30.39	-25.6486514462	25.6486514462	1000	65.1611450382	0.08	0	0	2.062	2.062	0	0	0	0.08	0	0	0	0	2.062	20.95703125	234	255	0.039	0.093	-0.0197	0.0074	0.0039	0.0076	0.0095	0.0284
2014-06-12_22:20:51_776001	10569758	0.025777	208	-38	-204	-3.534	78.207	-1.014	0.591	0.65	-0.157	0	-45.56	-28.6628490241	28.6628490241	1000	78.2069465649	0.08	0	0	2.303	2.303	0	0	0	0.08	0	0	0	0	2.303	34.1320800781	234	256	0.037	0.095	-0.0156	0.0116	0.0041	0.0035	0.0052	0.0244
2014-06-12_22:20:51_797124	10590881	0.021123	138	-22	-237	-11.718	50.558	4.62	-0.155	-0.673	-0.97	0	-30.21	-29.7413402545	29.7413402545	1000	50.5580916031	0.08	0	0	2.389	2.389	0	0	0	0.08	0	0	0	0	2.389	21.1411132813	233	256	0.036	0.096	-0.0109	0.0075	0.0037	0.0033	0.0052	0.0197
2014-06-12_22:20:51_818186	10611941	0.02106	72	-42	-267	1.008	-16.495	-1.9	0.385	-1.878	-1.368	0	-15.09	-29.1110912453	29.1110912453	1000	-16.4953435115	0.08	0	0	2.339	2.339	0	0	0	0.08	0	0	0	0	2.339	20.8640136719	233	256	0.037	0.096	-0.011	0.0075	0.0036	0.0035	0.0051	0.0197
2014-06-12_22:20:51_839473	10633227	0.021286	199	-32	-130	-11.557	-10.007	10.887	0.299	-2.01	-1.859	0	-56.85	-29.4572726629	29.4572726629	1000	-10.0067938931	0.08	0	0	2.367	2.367	0	0	0	0.08	0	0	0	0	2.367	21.2687988281	233	256	0.036	0.096	-0.011	0.0075	0.0039	0.0033	0.0051	0.0198
2014-06-12_22:20:51_860807	10654565	0.021338	236	50	-149	-6.336	-29.075	4.772	0.628	-0.725	-0.357	0	-57.74	-29.4251901108	29.4251901108	1000	-29.0754961832	0.08	0	0	2.364	2.364	0	0	0	0.08	0	0	0	0	2.364	20.9760742188	233	256	0.036	0.096	-0.0111	0.0075	0.0038	0.0035	0.0051	0.0199
2014-06-12_22:20:51_881646	10675434	0.020869	76	69	-291	-0.336	-20.32	3.276	0.345	0.303	-1.208	0	-14.64	-28.7128791179	28.7128791179	1000	-20.3197709924	0.08	0	0	2.307	2.307	0	0	0	0.08	0	0	0	0	2.307	20.9189453125	234	256	0.037	0.096	-0.0107	0.0075	0.0036	0.0034	0.005	0.0195
2014-06-12_22:20:51_903226	10696977	0.021543	140	86	-202	1.542	-15.595	6.139	0.733	-0.064	0.565	0	-34.73	-28.5065913399	28.5065913399	1000	-15.5945801527	0.08	0	0	2.291	2.291	0	0	0	0.08	0	0	0	0	2.291	21.3688964844	234	256	0.037	0.095	-0.0114	0.0075	0.0042	0.0034	0.005	0.0201
2014-06-12_22:20:51_924548	10718306	0.021329	80	57	-267	7.298	-4.014	-4.014	0.161	-1.603	-1.371	0	-16.68	-28.186896385	28.186896385	1000	-4.0144274809	0.08	0	0	2.265	2.265	0	0	0	0.08	0	0	0	0	2.265	21.1428222656	234	256	0.037	0.095	-0.011	0.0075	0.0039	0.0033	0.0051	0.0198
2014-06-12_22:20:51_945831	10739588	0.021282	138	53	-241	-3.702	-8.358	2.826	0.816	-0.844	-1.081	0	-29.8	-28.0472491724	28.0472491724	1000	-8.3579389313	0.08	0	0	2.254	2.254	0	0	0	0.08	0	0	0	0	2.254	20.9838867188	234	256	0.037	0.095	-0.0111	0.0075	0.0038	0.0035	0.0051	0.0199
2014-06-12_22:20:51_967173	10760939	0.021351	166	2	-214	2.405	-20.846	-2.457	0.005	-0.08	-1.385	0	-37.8	-27.8071198644	27.8071198644	1000	-20.8464885496	0.08	0	0	2.235	2.235	0	0	0	0.08	0	0	0	0	2.235	21.3051757813	234	255	0.038	0.095	-0.011	0.0075	0.0039	0.0033	0.0051	0.0198
2014-06-12_22:20:51_988449	10782269	0.02133	100	-38	-248	-4.611	-2.312	2.948	0.833	0.347	-0.654	0	-21.96	-27.6425078645	27.6425078645	1000	-2.3121374046	0.08	0	0	2.221	2.221	0	0	0	0.08	0	0	0	0	2.221	21.0571289063	234	255	0.038	0.095	-0.0111	0.0075	0.0038	0.0034	0.0051	0.0198
2014-06-12_22:20:52_009757	10803513	0.021244	162	-56	-207	4.351	-12.534	2.085	0.37	-0.245	-0.951	0	-38.05	-27.5891014619	27.5891014619	1000	-12.5335114504	0.08	0	0	2.217	2.217	0	0	0	0.08	0	0	0	0	2.217	21.2941894531	234	255	0.038	0.094	-0.011	0.0075	0.0039	0.0034	0.005	0.0198
2014-06-12_22:20:52_030780	10824535	0.021022	60	-90	-256	-1.176	-11.892	2.551	0.55	-0.572	-1.006	0	-13.19	-27.0597168609	27.0597168609	1000	-11.8922900763	0.08	0	0	2.175	2.175	0	0	0	0.08	0	0	0	0	2.175	20.7160644531	234	255	0.038	0.094	-0.0107	0.0074	0.0036	0.0035	0.0051	0.0196
2014-06-12_22:20:52_051908	10845663	0.021128	150	17	-222	1.45	-15.587	-1.983	0.085	0.183	-1.038	0	-34.05	-26.8769854026	26.8769854026	1000	-15.5869465649	0.08	0	0	2.16	2.16	0	0	0	0.08	0	0	0	0	2.16	21.1130371094	234	255	0.038	0.094	-0.0109	0.0075	0.0038	0.0034	0.0051	0.0198
2014-06-12_22:20:52_073210	10866965	0.021302	103	32	-281	-2.687	-11.198	-1.877	0.539	-0.104	-1.076	0	-20.13	-26.5107099955	26.5107099955	1000	-11.1976335878	0.08	0	0	2.131	2.131	0	0	0	0.08	0	0	0	0	2.131	21.0842285156	234	255	0.039	0.094	-0.0112	0.0075	0.0039	0.0035	0.0049	0.0198
2014-06-12_22:20:52_094696	10888454	0.021489	165	48	-255	0.985	-17.992	0.757	0.429	-0.422	-1.011	0	-32.91	-26.2627057262	26.2627057262	1000	-17.9915267176	0.08	0	0	2.111	2.111	0	0	0	0.08	0	0	0	0	2.111	21.3220214844	234	255	0.039	0.093	-0.0112	0.0075	0.004	0.0033	0.0052	0.02
2014-06-12_22:20:52_116030	10909823	0.021369	165	-27	-248	-0.191	-16.075	4.078	0.487	0.123	-0.394	0	-33.64	-26.078378759	26.078378759	1000	-16.0754961832	0.08	0	0	2.096	2.096	0	0	0	0.08	0	0	0	0	2.096	21.0649414063	234	255	0.039	0.093	-0.0111	0.0075	0.0039	0.0034	0.0052	0.02
2014-06-12_22:20:52_137274	10931028	0.021205	122	-29	-241	1.527	-16.526	-0.167	0.41	-0.901	-0.79	0	-26.85	-25.7491739766	25.7491739766	1000	-16.5258778626	0.08	0	0	2.07	2.07	0	0	0	0.08	0	0	0	0	2.07	21.2819824219	234	255	0.039	0.093	-0.011	0.0075	0.0039	0.0033	0.0051	0.0198
2014-06-12_22:20:52_158668	10952427	0.021399	86	-28	-250	-0.412	-26.671	-2.274	0.349	-0.032	-1.001	0	-18.98	-25.0662205482	25.0662205482	1000	-26.6709160305	0.08	0	0	2.015	2.015	0	0	0	0.08	0	0	0	0	2.015	20.953125	235	255	0.04	0.092	-0.0112	0.0075	0.0038	0.0035	0.0052	0.02
2014-06-12_22:20:52_179884	10973644	0.021217	124	-86	-222	-3.588	-10.472	-1.457	0.362	0.723	-0.97	0	-29.19	-24.9302205505	24.9302205505	1000	-10.4724427481	0.08	0	0	2.004	2.004	0	0	0	0.08	0	0	0	0	2.004	21.2839355469	235	254	0.04	0.092	-0.011	0.0075	0.0039	0.0034	0.0051	0.0199
2014-06-12_22:20:52_201145	10994903	0.021259	57	-53	-279	-1.634	-21.755	0.765	0.575	0.865	-0.929	0	-11.55	-24.2122124694	24.2122124694	1000	-21.7548854962	0.08	0	0	1.947	1.947	0	0	0	0.08	0	0	0	0	1.947	21.1237792969	235	254	0.041	0.091	-0.011	0.0075	0.0039	0.0034	0.005	0.0198
2014-06-12_22:20:52_222160	11015951	0.021048	110	61	-250	-0.061	-13.434	1.933	0.584	-0.57	-1.048	0	-23.75	-23.927766068	23.927766068	1000	-13.4342748092	0.08	0	0	1.924	1.924	0	0	0	0.08	0	0	0	0	1.924	20.9050292969	235	254	0.041	0.091	-0.0109	0.0075	0.0038	0.0034	0.005	0.0197
2014-06-12_22:20:52_243484	11037239	0.021288	101	26	-276	-3.252	-19.434	2.223	0.211	0.215	-0.91	0	-20.1	-23.4509328294	23.4509328294	1000	-19.4342748092	0.08	0	0	1.886	1.886	0	0	0	0.08	0	0	0	0	1.886	21.0180664063	235	254	0.041	0.091	-0.0112	0.0075	0.0039	0.0034	0.0051	0.0199
2014-06-12_22:20:52_264872	11058633	0.021394	114	42	-242	3.527	-22.503	-4.335	0.17	0.645	-0.921	0	-25.23	-23.0153771133	23.0153771133	1000	-22.5029770992	0.08	0	0	1.851	1.851	0	0	0	0.08	0	0	0	0	1.851	21.3601074219	235	254	0.041	0.09	-0.0111	0.0075	0.004	0.0033	0.005	0.0198
2014-06-12_22:20:52_286180	11079934	0.021301	128	-11	-227	-2.748	-22.503	2.177	0.187	0.314	-0.726	0	-29.42	-22.6819857219	22.6819857219	1000	-22.5029770992	0.08	0	0	1.825	1.825	0	0	0	0.08	0	0	0	0	1.825	20.9260253906	235	254	0.042	0.09	-0.0111	0.0073	0.004	0.0034	0.0052	0.0199
2014-06-12_22:20:52_307154	11100944	0.02101	107	-56	-240	-2.893	-29.511	0.711	0.445	0.106	-0.735	0	-24.03	-22.1012004603	22.1012004603	1000	-29.510610687	0.08	0	0	1.778	1.778	0	0	0	0.08	0	0	0	0	1.778	21.0148925781	236	253	0.042	0.089	-0.0108	0.0075	0.0036	0.0034	0.005	0.0195
2014-06-12_22:20:52_328366	11122117	0.021173	110	-54	-234	-0.053	-17.45	4.23	0.255	-0.341	-1.028	0	-25.18	-21.805431202	21.805431202	1000	-17.4495419847	0.08	0	0	1.754	1.754	0	0	0	0.08	0	0	0	0	1.754	20.8959960938	236	253	0.042	0.089	-0.011	0.0075	0.0037	0.0035	0.0051	0.0198
2014-06-12_22:20:52_349685	11143471	0.021354	85	-38	-253	-2.588	-28.846	-0.052	0.137	-0.326	-0.792	0	-18.57	-21.1403813113	21.1403813113	1000	-28.8464885496	0.08	0	0	1.701	1.701	0	0	0	0.08	0	0	0	0	1.701	21.2377929688	236	253	0.043	0.089	-0.0111	0.0075	0.0039	0.0034	0.0051	0.0199
