datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	error	integral	derivative	Kp	Ki	Kd	pid_output	target_angleRate2	error2	integral2	derivative2	Kp2	Ki2	Kd2	pid_output2	pitch_offset_force	pitch_offset	dt	m1_pos	m2_pos	m1_percent	m2_percent	sleep_time	sensor_time	getch_time	pid_time	motors_time	curses_time
2014-06-12_22:45:46_184499	40507267.0	0.0	0.0	0.0	1.41	-13.969	-2.352	0.723	-0.636	-1.391	0.0	-90.0	-86.389	86.389	1000.0	-13.969	0.02	0.0	0.0	1.738	1.738	0	0	0	0.08	0.0	0.0	0.0	0.0	1.738	19.669	236.0	253.0	0.043	0.089	-0.0094	0.0064	0.0028	0.0002	0.0034	0.0053
2014-06-12_22:45:46_204512	40527276.0	0.0	0.0	0.0	-6.04	13.237	2.877	0.672	-1.333	-0.948	0.0	-90.0	-86.719	86.719	1000.0	13.237	0.02	0.0	0.0	1.744	1.744	0	0	0	0.08	0.0	0.0	0.0	0.0	1.744	19.835	236.0	253.0	0.043	0.089	-0.0098	0.0063	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:46_224518	40547281.0	0.0	0.0	0.0	-6.01	19.626	5.251	0.353	-1.994	-0.947	0.0	-90.0	-87.168	87.168	1000.0	19.626	0.02	0.0	0.0	1.753	1.753	0	0	0	0.08	0.0	0.0	0.0	0.0	1.753	19.964	236.0	253.0	0.042	0.089	-0.0098	0.0063	0.0033	0.0002	0.0034	0.0052
2014-06-12_22:45:46_244578	40567372.0	0.0	0.0	0.0	-3.956	-5.961	-0.306	-0.041	-2.003	-1.133	0.0	89.97	-83.51	83.51	1000.0	-5.961	0.02	0.0	0.0	1.68	1.68	0	0	0	0.08	0.0	0.0	0.0	0.0	1.68	19.769	236.0	253.0	0.043	0.088	-0.0099	0.0064	0.0032	0.0002	0.0036	0.0052
2014-06-12_22:45:46_264738	40587499.0	0.0	0.0	0.0	2.906	-21.175	-3.802	0.027	-0.91	-0.761	0.0	-89.97	-83.223	83.223	1000.0	-21.175	0.02	0.0	0.0	1.674	1.674	0	0	0	0.08	0.0	0.0	0.0	0.0	1.674	20.069	236.0	253.0	0.043	0.088	-0.0099	0.0062	0.0035	0.0002	0.0034	0.0053
2014-06-12_22:45:46_284791	40607555.0	0.0	0.0	0.0	-0.849	-8.351	-0.444	0.356	0.866	-1.205	0.0	-90.0	-83.196	83.196	1000.0	-8.351	0.02	0.0	0.0	1.674	1.674	0	0	0	0.08	0.0	0.0	0.0	0.0	1.674	19.911	236.0	253.0	0.043	0.088	-0.0097	0.0063	0.0032	0.0002	0.0034	0.0052
2014-06-12_22:45:46_305014	40627779.0	0.0	0.0	0.0	-2.949	7.871	3.358	0.481	1.974	-0.331	0.0	-90.01	-83.486	83.486	1000.0	7.871	0.02	0.0	0.0	1.68	1.68	0	0	0	0.08	0.0	0.0	0.0	0.0	1.68	19.96	236.0	253.0	0.043	0.088	-0.0099	0.0063	0.0032	0.0003	0.0034	0.0053
2014-06-12_22:45:46_325315	40648078.0	0.0	0.0	0.0	3.807	4.588	1.488	0.652	-2.01	-0.398	0.0	-90.01	-83.707	83.707	1000.0	4.588	0.02	0.0	0.0	1.684	1.684	0	0	0	0.08	0.0	0.0	0.0	0.0	1.684	20.15	236.0	253.0	0.043	0.088	-0.0101	0.0063	0.0035	0.0002	0.0035	0.0052
2014-06-12_22:45:46_345288	40668089.0	0.0	0.0	0.0	10.059	-8.45	-2.413	0.85	-1.4	-1.406	0.0	-90.0	-83.668	83.668	1000.0	-8.45	0.02	0.0	0.0	1.683	1.683	0	0	0	0.08	0.0	0.0	0.0	0.0	1.683	19.917	236.0	253.0	0.043	0.088	-0.0099	0.0062	0.0034	0.0002	0.0033	0.0053
2014-06-12_22:45:46_366944	40689710.0	0.0	0.0	0.0	2.341	-13.396	-2.841	0.596	0.002	-0.85	0.0	-90.0	-83.517	83.517	1000.0	-13.396	0.02	0.0	0.0	1.68	1.68	0	0	0	0.08	0.0	0.0	0.0	0.0	1.68	21.171	236.0	253.0	0.043	0.088	-0.0113	0.0063	0.0045	0.0002	0.0035	0.0053
2014-06-12_22:45:46_387329	40710091.0	0.0	0.0	0.0	-4.208	-7.686	-2.642	0.371	1.313	-1.143	0.0	-90.0	-83.494	83.494	1000.0	-7.686	0.02	0.0	0.0	1.68	1.68	0	0	0	0.08	0.0	0.0	0.0	0.0	1.68	20.267	236.0	253.0	0.043	0.088	-0.01	0.0063	0.0034	0.0002	0.0034	0.0054
2014-06-12_22:45:46_407253	40730094.0	0.0	0.0	0.0	-6.468	-1.45	1.274	0.473	1.99	-0.974	0.0	-90.0	-83.596	83.596	1000.0	-1.45	0.02	0.0	0.0	1.682	1.682	0	0	0	0.08	0.0	0.0	0.0	0.0	1.682	19.862	236.0	253.0	0.043	0.088	-0.0098	0.0063	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:46_427280	40750044.0	0.0	0.0	0.0	-2.75	10.046	0.136	0.738	1.903	-1.074	0.0	-90.0	-83.918	83.918	1000.0	10.046	0.02	0.0	0.0	1.688	1.688	0	0	0	0.08	0.0	0.0	0.0	0.0	1.688	19.767	236.0	253.0	0.043	0.088	-0.0097	0.0063	0.0031	0.0002	0.0034	0.0054
2014-06-12_22:45:46_447893	40770701.0	0.0	0.0	0.0	4.227	-13.854	0.488	0.797	0.86	-0.873	0.0	-90.01	-83.765	83.765	1000.0	-13.854	0.02	0.0	0.0	1.685	1.685	0	0	0	0.08	0.0	0.0	0.0	0.0	1.685	20.237	236.0	253.0	0.043	0.088	-0.0104	0.0064	0.0035	0.0002	0.0036	0.0054
2014-06-12_22:45:46_468075	40790841.0	0.0	0.0	0.0	0.067	-5.198	-1.322	0.599	-0.641	-1.01	0.0	-90.0	-83.787	83.787	1000.0	-5.198	0.02	0.0	0.0	1.686	1.686	0	0	0	0.08	0.0	0.0	0.0	0.0	1.686	20.245	236.0	253.0	0.043	0.088	-0.0099	0.0063	0.0033	0.0002	0.0034	0.0054
2014-06-12_22:45:46_488104	40810867.0	0.0	0.0	0.0	-4.888	-6.992	0.724	0.449	-1.712	-0.487	0.0	-90.01	-83.776	83.776	1000.0	-6.992	0.02	0.0	0.0	1.686	1.686	0	0	0	0.08	0.0	0.0	0.0	0.0	1.686	19.727	236.0	253.0	0.043	0.088	-0.0098	0.0063	0.0031	0.0002	0.0035	0.0054
2014-06-12_22:45:46_507946	40830707.0	0.0	0.0	0.0	-1.781	14.016	-0.009	0.098	-2.01	-0.794	0.0	-90.0	-84.174	84.174	1000.0	14.016	0.02	0.0	0.0	1.693	1.693	0	0	0	0.08	0.0	0.0	0.0	0.0	1.693	19.878	236.0	253.0	0.043	0.088	-0.0096	0.0063	0.0031	0.0002	0.0033	0.0054
2014-06-12_22:45:46_528138	40850909.0	0.0	0.0	0.0	0.784	8.565	-0.222	0.16	-1.508	-0.966	0.0	-90.0	-84.457	84.457	1000.0	8.565	0.02	0.0	0.0	1.699	1.699	0	0	0	0.08	0.0	0.0	0.0	0.0	1.699	19.894	236.0	253.0	0.043	0.089	-0.01	0.0063	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:46_548118	40870923.0	0.0	0.0	0.0	5.219	-15.206	-0.551	0.115	-0.642	-1.136	0.0	-89.99	-84.271	84.271	1000.0	-15.206	0.02	0.0	0.0	1.695	1.695	0	0	0	0.08	0.0	0.0	0.0	0.0	1.695	19.883	236.0	253.0	0.043	0.088	-0.0098	0.0064	0.0031	0.0002	0.0033	0.0055
2014-06-12_22:45:46_568456	40891223.0	0.0	0.0	0.0	1.929	-4.938	3.327	0.344	0.067	-1.012	0.0	-90.0	-84.289	84.289	1000.0	-4.938	0.02	0.0	0.0	1.696	1.696	0	0	0	0.08	0.0	0.0	0.0	0.0	1.696	19.988	236.0	253.0	0.043	0.089	-0.0101	0.0063	0.0033	0.0002	0.0034	0.0055
2014-06-12_22:45:46_588289	40911053.0	0.0	0.0	0.0	-1.659	-12.786	4.877	0.62	0.318	-1.231	0.0	-90.0	-84.155	84.155	1000.0	-12.786	0.02	0.0	0.0	1.693	1.693	0	0	0	0.08	0.0	0.0	0.0	0.0	1.693	19.828	236.0	253.0	0.043	0.088	-0.0096	0.0064	0.003	0.0002	0.0034	0.0054
2014-06-12_22:45:46_608318	40931089.0	0.0	0.0	0.0	-3.941	6.459	4.205	0.402	0.71	-0.683	0.0	-90.0	-84.397	84.397	1000.0	6.459	0.02	0.0	0.0	1.698	1.698	0	0	0	0.08	0.0	0.0	0.0	0.0	1.698	19.766	236.0	253.0	0.043	0.089	-0.0098	0.0063	0.0031	0.0003	0.0034	0.0053
2014-06-12_22:45:46_628442	40951207.0	0.0	0.0	0.0	-1.246	21.245	1.03	0.276	0.972	-0.914	0.0	-90.0	-84.926	84.926	1000.0	21.245	0.02	0.0	0.0	1.709	1.709	0	0	0	0.08	0.0	0.0	0.0	0.0	1.709	20.019	236.0	253.0	0.043	0.089	-0.0099	0.0063	0.0034	0.0002	0.0033	0.0054
2014-06-12_22:45:46_648620	40971424.0	0.0	0.0	0.0	-7.567	21.237	-1.009	0.315	1.25	-0.925	0.0	-90.0	-85.441	85.441	1000.0	21.237	0.02	0.0	0.0	1.719	1.719	0	0	0	0.08	0.0	0.0	0.0	0.0	1.719	19.882	236.0	253.0	0.043	0.089	-0.01	0.0065	0.0032	0.0002	0.0035	0.0054
2014-06-12_22:45:46_668625	40991389.0	0.0	0.0	0.0	-6.59	-2.633	-2.719	0.434	1.395	-1.341	0.0	-90.0	-85.481	85.481	1000.0	-2.633	0.02	0.0	0.0	1.72	1.72	0	0	0	0.08	0.0	0.0	0.0	0.0	1.72	20.0	236.0	253.0	0.043	0.089	-0.0098	0.0063	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:46_688694	41011455.0	0.0	0.0	0.0	3.151	-13.244	-2.451	0.571	0.873	-0.604	0.0	-90.01	-85.315	85.315	1000.0	-13.244	0.02	0.0	0.0	1.716	1.716	0	0	0	0.08	0.0	0.0	0.0	0.0	1.716	19.798	236.0	253.0	0.043	0.089	-0.0098	0.0063	0.0032	0.0002	0.0034	0.0054
2014-06-12_22:45:46_708670	41031435.0	0.0	0.0	0.0	2.227	-14.61	-0.367	0.655	-0.314	-0.626	0.0	-90.01	-85.123	85.123	1000.0	-14.61	0.02	0.0	0.0	1.712	1.712	0	0	0	0.08	0.0	0.0	0.0	0.0	1.712	19.915	236.0	253.0	0.043	0.089	-0.0098	0.0064	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:46_728591	41051359.0	0.0	0.0	0.0	2.822	7.848	2.243	0.64	-1.586	-0.848	0.0	-90.0	-85.372	85.372	1000.0	7.848	0.02	0.0	0.0	1.717	1.717	0	0	0	0.08	0.0	0.0	0.0	0.0	1.717	19.65	236.0	253.0	0.043	0.089	-0.0097	0.0063	0.0031	0.0002	0.0035	0.0053
2014-06-12_22:45:46_748876	41071677.0	0.0	0.0	0.0	-0.605	10.222	3.648	0.398	-2.01	-0.802	0.0	-90.0	-85.667	85.667	1000.0	10.222	0.02	0.0	0.0	1.723	1.723	0	0	0	0.08	0.0	0.0	0.0	0.0	1.723	20.163	236.0	253.0	0.043	0.089	-0.0101	0.0064	0.0034	0.0002	0.0033	0.0054
2014-06-12_22:45:46_768704	41091471.0	0.0	0.0	0.0	1.166	19.733	0.427	0.231	-2.01	-1.176	0.0	-90.0	-86.133	86.133	1000.0	19.733	0.02	0.0	0.0	1.733	1.733	0	0	0	0.08	0.0	0.0	0.0	0.0	1.733	19.615	236.0	253.0	0.043	0.089	-0.0096	0.0063	0.003	0.0002	0.0034	0.0054
2014-06-12_22:45:46_788674	41111440.0	0.0	0.0	0.0	3.059	1.665	-2.199	0.076	-1.496	-0.759	0.0	-89.99	-86.242	86.242	1000.0	1.665	0.02	0.0	0.0	1.735	1.735	0	0	0	0.08	0.0	0.0	0.0	0.0	1.735	19.927	236.0	253.0	0.043	0.089	-0.0097	0.0064	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:46_808653	41131420.0	0.0	0.0	0.0	0.005	-13.824	-1.749	0.101	-0.678	-1.571	0.0	-89.98	-86.05	86.05	1000.0	-13.824	0.02	0.0	0.0	1.731	1.731	0	0	0	0.08	0.0	0.0	0.0	0.0	1.731	19.755	236.0	253.0	0.043	0.089	-0.0098	0.0063	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:46_828811	41151577.0	0.0	0.0	0.0	1.265	-15.236	0.549	0.371	0.236	-0.983	0.0	-90.0	-85.83	85.83	1000.0	-15.236	0.02	0.0	0.0	1.727	1.727	0	0	0	0.08	0.0	0.0	0.0	0.0	1.727	20.014	236.0	253.0	0.043	0.089	-0.0099	0.0063	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:46_848759	41171555.0	0.0	0.0	0.0	0.158	-5.274	3.091	0.523	0.915	-0.796	0.0	-90.0	-85.811	85.811	1000.0	-5.274	0.02	0.0	0.0	1.726	1.726	0	0	0	0.08	0.0	0.0	0.0	0.0	1.726	19.743	236.0	253.0	0.043	0.089	-0.0097	0.0064	0.0031	0.0002	0.0034	0.0054
2014-06-12_22:45:46_868487	41191253.0	0.0	0.0	0.0	-3.17	16.924	4.312	0.519	1.203	-0.78	0.0	-90.0	-86.22	86.22	1000.0	16.924	0.02	0.0	0.0	1.734	1.734	0	0	0	0.08	0.0	0.0	0.0	0.0	1.734	19.598	236.0	253.0	0.043	0.089	-0.0094	0.0064	0.0029	0.0002	0.0034	0.0054
2014-06-12_22:45:46_888613	41211380.0	0.0	0.0	0.0	-4.17	28.596	2.411	0.443	1.498	-0.331	0.0	-90.01	-86.848	86.848	1000.0	28.596	0.02	0.0	0.0	1.747	1.747	0	0	0	0.08	0.0	0.0	0.0	0.0	1.747	19.697	236.0	253.0	0.043	0.089	-0.0099	0.0064	0.0031	0.0002	0.0036	0.0053
2014-06-12_22:45:46_908550	41231318.0	0.0	0.0	0.0	1.082	11.023	-5.665	0.374	1.411	-1.245	0.0	-90.0	-87.128	87.128	1000.0	11.023	0.02	0.0	0.0	1.753	1.753	0	0	0	0.08	0.0	0.0	0.0	0.0	1.753	20.074	236.0	253.0	0.042	0.089	-0.0097	0.0064	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:46_928772	41251581.0	0.0	0.0	0.0	6.303	-4.809	-5.97	0.434	1.097	-0.918	0.0	-90.0	-87.092	87.092	1000.0	-4.809	0.02	0.0	0.0	1.752	1.752	0	0	0	0.08	0.0	0.0	0.0	0.0	1.752	19.737	236.0	253.0	0.042	0.089	-0.01	0.0063	0.0032	0.0002	0.0034	0.0056
2014-06-12_22:45:46_948900	41271670.0	0.0	0.0	0.0	1.906	-16.007	-4.49	0.522	0.254	-1.324	0.0	-90.0	-86.833	86.833	1000.0	-16.007	0.02	0.0	0.0	1.747	1.747	0	0	0	0.08	0.0	0.0	0.0	0.0	1.747	20.243	236.0	253.0	0.043	0.089	-0.0099	0.0064	0.0033	0.0002	0.0033	0.0054
2014-06-12_22:45:46_969018	41291783.0	0.0	0.0	0.0	-7.269	-11.045	1.411	0.636	-0.708	-0.849	0.0	-90.0	-86.682	86.682	1000.0	-11.045	0.02	0.0	0.0	1.744	1.744	0	0	0	0.08	0.0	0.0	0.0	0.0	1.744	19.84	236.0	253.0	0.043	0.089	-0.0098	0.0064	0.0032	0.0002	0.0034	0.0054
2014-06-12_22:45:46_988862	41311622.0	0.0	0.0	0.0	-3.788	10.703	6.014	0.542	-1.673	-0.868	0.0	-90.0	-86.957	86.957	1000.0	10.703	0.02	0.0	0.0	1.749	1.749	0	0	0	0.08	0.0	0.0	0.0	0.0	1.749	19.87	236.0	253.0	0.043	0.089	-0.0096	0.0063	0.0032	0.0002	0.0034	0.0052
2014-06-12_22:45:47_008868	41331637.0	0.0	0.0	0.0	2.494	11.993	3.472	0.294	-1.927	-0.88	0.0	-90.0	-87.25	87.25	1000.0	11.993	0.02	0.0	0.0	1.755	1.755	0	0	0	0.08	0.0	0.0	0.0	0.0	1.755	19.782	236.0	253.0	0.042	0.089	-0.0098	0.0064	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:47_028901	41351674.0	0.0	0.0	0.0	6.051	-7.625	0.159	0.267	-1.414	-1.115	0.0	-90.0	-87.157	87.157	1000.0	-7.625	0.02	0.0	0.0	1.753	1.753	0	0	0	0.08	0.0	0.0	0.0	0.0	1.753	19.751	236.0	253.0	0.042	0.089	-0.0098	0.0064	0.0031	0.0002	0.0033	0.0055
2014-06-12_22:45:47_049009	41371778.0	0.0	0.0	0.0	3.723	-10.915	0.213	0.211	-0.018	-1.074	0.0	-90.0	-87.001	87.001	1000.0	-10.915	0.02	0.0	0.0	1.75	1.75	0	0	0	0.08	0.0	0.0	0.0	0.0	1.75	19.946	236.0	253.0	0.042	0.089	-0.0099	0.0064	0.0032	0.0002	0.0035	0.0053
2014-06-12_22:45:47_068895	41391663.0	0.0	0.0	0.0	-5.933	1.901	1.953	0.205	1.468	-1.061	0.0	-90.0	-87.098	87.098	1000.0	1.901	0.02	0.0	0.0	1.752	1.752	0	0	0	0.08	0.0	0.0	0.0	0.0	1.752	19.937	236.0	253.0	0.042	0.089	-0.0096	0.0064	0.0032	0.0002	0.0034	0.0052
2014-06-12_22:45:47_088991	41411762.0	0.0	0.0	0.0	-2.307	17.695	1.801	0.47	1.99	-1.016	0.0	-90.0	-87.497	87.497	1000.0	17.695	0.02	0.0	0.0	1.76	1.76	0	0	0	0.08	0.0	0.0	0.0	0.0	1.76	19.675	236.0	253.0	0.042	0.089	-0.0099	0.0063	0.0032	0.0002	0.0035	0.0053
2014-06-12_22:45:47_108857	41431619.0	0.0	0.0	0.0	-0.582	7.71	-2.52	0.733	1.779	-1.125	0.0	-90.0	-87.698	87.698	1000.0	7.71	0.02	0.0	0.0	1.764	1.764	0	0	0	0.08	0.0	0.0	0.0	0.0	1.764	19.987	236.0	253.0	0.042	0.089	-0.0096	0.0063	0.0032	0.0002	0.0034	0.0052
2014-06-12_22:45:47_128739	41451506.0	0.0	0.0	0.0	6.151	-17.404	-1.886	0.781	0.289	-1.008	0.0	-90.0	-87.411	87.411	1000.0	-17.404	0.02	0.0	0.0	1.758	1.758	0	0	0	0.08	0.0	0.0	0.0	0.0	1.758	19.544	236.0	253.0	0.042	0.089	-0.0096	0.0063	0.0031	0.0002	0.0034	0.0053
2014-06-12_22:45:47_148714	41471482.0	0.0	0.0	0.0	7.715	-3.145	2.35	0.753	-1.395	-1.015	0.0	-90.0	-87.402	87.402	1000.0	-3.145	0.02	0.0	0.0	1.758	1.758	0	0	0	0.08	0.0	0.0	0.0	0.0	1.758	19.847	236.0	253.0	0.042	0.089	-0.0098	0.0063	0.0032	0.0002	0.0033	0.0054
2014-06-12_22:45:47_168543	41491312.0	0.0	0.0	0.0	-0.552	9.268	5.327	0.236	-2.01	-0.443	0.0	-90.0	-87.632	87.632	1000.0	9.268	0.02	0.0	0.0	1.763	1.763	0	0	0	0.08	0.0	0.0	0.0	0.0	1.763	19.56	236.0	253.0	0.042	0.089	-0.0096	0.0063	0.0029	0.0002	0.0034	0.0054
2014-06-12_22:45:47_188596	41511362.0	0.0	0.0	0.0	-1.078	8.52	-1.245	0.093	-2.01	-1.125	0.0	-89.99	-87.846	87.846	1000.0	8.52	0.02	0.0	0.0	1.767	1.767	0	0	0	0.08	0.0	0.0	0.0	0.0	1.767	20.012	236.0	253.0	0.042	0.089	-0.0098	0.0064	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:47_208497	41531260.0	0.0	0.0	0.0	6.387	-5.816	-4.451	0.043	-0.989	-1.305	0.0	-89.96	-87.776	87.776	1000.0	-5.816	0.02	0.0	0.0	1.766	1.766	0	0	0	0.08	0.0	0.0	0.0	0.0	1.766	19.711	236.0	253.0	0.042	0.089	-0.0097	0.0064	0.0031	0.0002	0.0034	0.0053
2014-06-12_22:45:47_228494	41551259.0	0.0	0.0	0.0	-1.567	-23.717	-5.024	0.418	0.364	-1.176	0.0	-90.0	-87.358	87.358	1000.0	-23.717	0.02	0.0	0.0	1.757	1.757	0	0	0	0.08	0.0	0.0	0.0	0.0	1.757	19.875	236.0	253.0	0.042	0.089	-0.0097	0.0064	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:47_248647	41571414.0	0.0	0.0	0.0	-6.353	8.588	-1.016	0.589	1.648	-0.922	0.0	-90.0	-87.579	87.579	1000.0	8.588	0.02	0.0	0.0	1.762	1.762	0	0	0	0.08	0.0	0.0	0.0	0.0	1.762	19.927	236.0	253.0	0.042	0.089	-0.01	0.0064	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:47_268580	41591376.0	0.0	0.0	0.0	-8.995	27.245	2.854	0.68	1.99	-0.896	0.0	-90.0	-88.156	88.156	1000.0	27.245	0.02	0.0	0.0	1.773	1.773	0	0	0	0.08	0.0	0.0	0.0	0.0	1.773	19.798	236.0	253.0	0.042	0.089	-0.0097	0.0062	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:47_288706	41611473.0	0.0	0.0	0.0	-2.346	-4.404	4.762	0.707	1.48	-0.682	0.0	-90.01	-88.107	88.107	1000.0	-4.404	0.02	0.0	0.0	1.772	1.772	0	0	0	0.08	0.0	0.0	0.0	0.0	1.772	19.88	236.0	253.0	0.042	0.089	-0.0099	0.0064	0.0032	0.0002	0.0034	0.0054
2014-06-12_22:45:47_308527	41631289.0	0.0	0.0	0.0	2.731	-15.389	1.808	0.464	-0.131	-1.2	0.0	-90.0	-87.848	87.848	1000.0	-15.389	0.02	0.0	0.0	1.767	1.767	0	0	0	0.08	0.0	0.0	0.0	0.0	1.767	19.733	236.0	253.0	0.042	0.089	-0.0096	0.0063	0.0031	0.0002	0.0034	0.0053
2014-06-12_22:45:47_328730	41651497.0	0.0	0.0	0.0	2.441	-13.259	5.136	0.294	-1.45	-0.316	0.0	-90.01	-87.632	87.632	1000.0	-13.259	0.02	0.0	0.0	1.763	1.763	0	0	0	0.08	0.0	0.0	0.0	0.0	1.763	19.92	236.0	253.0	0.042	0.089	-0.01	0.0064	0.0033	0.0002	0.0035	0.0054
2014-06-12_22:45:47_348729	41671502.0	0.0	0.0	0.0	-2.781	7.588	4.175	0.152	-1.91	-0.726	0.0	-90.0	-87.827	87.827	1000.0	7.588	0.02	0.0	0.0	1.767	1.767	0	0	0	0.08	0.0	0.0	0.0	0.0	1.767	19.857	236.0	253.0	0.042	0.089	-0.0098	0.0064	0.0031	0.0002	0.0033	0.0055
2014-06-12_22:45:47_370243	41693054.0	0.0	0.0	0.0	6.143	12.092	-1.596	0.215	-1.36	-1.08	0.0	-90.0	-88.123	88.123	1000.0	12.092	0.02	0.0	0.0	1.772	1.772	0	0	0	0.08	0.0	0.0	0.0	0.0	1.772	21.333	236.0	253.0	0.042	0.089	-0.0113	0.0063	0.0046	0.0002	0.0035	0.0054
2014-06-12_22:45:47_390178	41712939.0	0.0	0.0	0.0	4.708	-15.061	0.182	0.251	-0.422	-0.907	0.0	-90.0	-87.866	87.866	1000.0	-15.061	0.02	0.0	0.0	1.767	1.767	0	0	0	0.08	0.0	0.0	0.0	0.0	1.767	19.977	236.0	253.0	0.042	0.089	-0.0097	0.0064	0.0031	0.0002	0.0034	0.0052
2014-06-12_22:45:47_410555	41733320.0	0.0	0.0	0.0	2.792	-14.274	3.312	0.543	0.492	-0.898	0.0	-90.0	-87.628	87.628	1000.0	-14.274	0.02	0.0	0.0	1.763	1.763	0	0	0	0.08	0.0	0.0	0.0	0.0	1.763	20.05	236.0	253.0	0.042	0.089	-0.0101	0.0063	0.0035	0.0002	0.0034	0.0054
2014-06-12_22:45:47_430434	41753202.0	0.0	0.0	0.0	-6.414	8.329	5.098	0.551	1.052	-0.797	0.0	-90.0	-87.837	87.837	1000.0	8.329	0.02	0.0	0.0	1.767	1.767	0	0	0	0.08	0.0	0.0	0.0	0.0	1.767	19.772	236.0	253.0	0.042	0.089	-0.0098	0.0064	0.003	0.0002	0.0034	0.0053
2014-06-12_22:45:47_450656	41773424.0	0.0	0.0	0.0	0.601	1.077	0.32	0.299	1.22	-0.347	0.0	-90.0	-87.902	87.902	1000.0	1.077	0.02	0.0	0.0	1.768	1.768	0	0	0	0.08	0.0	0.0	0.0	0.0	1.768	19.982	236.0	253.0	0.042	0.089	-0.0099	0.0063	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:47_470318	41793114.0	0.0	0.0	0.0	4.196	11.68	-5.734	0.333	0.869	-1.147	0.0	-90.0	-88.168	88.168	1000.0	11.68	0.02	0.0	0.0	1.773	1.773	0	0	0	0.08	0.0	0.0	0.0	0.0	1.773	19.637	236.0	253.0	0.042	0.089	-0.0096	0.0063	0.0029	0.0002	0.0034	0.0052
2014-06-12_22:45:47_490585	41813347.0	0.0	0.0	0.0	8.822	-7.16	-3.451	0.429	0.074	-0.961	0.0	-90.0	-88.065	88.065	1000.0	-7.16	0.02	0.0	0.0	1.771	1.771	0	0	0	0.08	0.0	0.0	0.0	0.0	1.771	19.969	236.0	253.0	0.042	0.089	-0.0099	0.0063	0.0033	0.0002	0.0034	0.0054
2014-06-12_22:45:47_510410	41833178.0	0.0	0.0	0.0	-0.643	7.466	1.732	0.553	-0.862	-1.162	0.0	-90.0	-88.249	88.249	1000.0	7.466	0.02	0.0	0.0	1.775	1.775	0	0	0	0.08	0.0	0.0	0.0	0.0	1.775	19.87	236.0	253.0	0.042	0.089	-0.0097	0.0063	0.0032	0.0002	0.0034	0.0052
2014-06-12_22:45:47_530576	41853341.0	0.0	0.0	0.0	-3.743	14.039	4.213	0.442	-1.531	-0.513	0.0	-90.0	-88.557	88.557	1000.0	14.039	0.02	0.0	0.0	1.781	1.781	0	0	0	0.08	0.0	0.0	0.0	0.0	1.781	19.829	236.0	254.0	0.042	0.089	-0.0098	0.0063	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:47_550658	41873428.0	0.0	0.0	0.0	3.578	-15.061	0.686	0.335	-1.599	-0.826	0.0	-90.0	-88.291	88.291	1000.0	-15.061	0.02	0.0	0.0	1.776	1.776	0	0	0	0.08	0.0	0.0	0.0	0.0	1.776	19.989	236.0	253.0	0.042	0.089	-0.01	0.0064	0.0033	0.0002	0.0033	0.0054
2014-06-12_22:45:47_570937	41893733.0	0.0	0.0	0.0	-0.697	-4.267	-0.948	0.482	-0.485	-0.849	0.0	-90.0	-88.242	88.242	1000.0	-4.267	0.02	0.0	0.0	1.775	1.775	0	0	0	0.08	0.0	0.0	0.0	0.0	1.775	19.949	236.0	253.0	0.042	0.089	-0.01	0.0063	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:47_590865	41913626.0	0.0	0.0	0.0	-3.399	3.924	1.503	0.337	0.92	-0.735	0.0	-90.0	-88.354	88.354	1000.0	3.924	0.02	0.0	0.0	1.777	1.777	0	0	0	0.08	0.0	0.0	0.0	0.0	1.777	19.927	236.0	253.0	0.042	0.089	-0.0097	0.0063	0.0031	0.0002	0.0034	0.0053
2014-06-12_22:45:47_611130	41933894.0	0.0	0.0	0.0	-14.002	6.588	0.343	0.304	1.758	-1.468	0.0	-90.0	-88.516	88.516	1000.0	6.588	0.02	0.0	0.0	1.78	1.78	0	0	0	0.08	0.0	0.0	0.0	0.0	1.78	20.03	236.0	253.0	0.042	0.089	-0.01	0.0063	0.0034	0.0002	0.0035	0.0053
