datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	error	integral	derivative	Kp	Ki	Kd	pid_output	target_angleRate2	error2	integral2	derivative2	Kp2	Ki2	Kd2	pid_output2	pitch_offset_force	pitch_offset	dt	m1_pos	m2_pos	m1_percent	m2_percent	sleep_time	sensor_time	getch_time	pid_time	motors_time	curses_time
2014-06-12_22:45:47_631708	41954483.0	0.0	0.0	0.0	0.387	-5.099	-3.337	0.463	1.868	-0.7	0.0	-90.0	-88.446	88.446	1000.0	-5.099	0.02	0.0	0.0	1.779	1.779	0	0	0	0.08	0.0	0.0	0.0	0.0	1.779	19.875	236.0	253.0	0.042	0.089	-0.0104	0.0063	0.0032	0.0002	0.0034	0.0059
2014-06-12_22:45:47_652445	41975249.0	0.0	0.0	0.0	0.128	-17.053	-3.268	0.63	0.824	-1.336	0.0	-90.0	-88.137	88.137	1000.0	-17.053	0.02	0.0	0.0	1.773	1.773	0	0	0	0.08	0.0	0.0	0.0	0.0	1.773	20.366	236.0	253.0	0.042	0.089	-0.0105	0.0064	0.0031	0.0002	0.0035	0.006
2014-06-12_22:45:47_672527	41995292.0	0.0	0.0	0.0	-6.552	-0.427	1.77	0.673	0.685	-0.801	0.0	-90.0	-88.166	88.166	1000.0	-0.427	0.02	0.0	0.0	1.773	1.773	0	0	0	0.08	0.0	0.0	0.0	0.0	1.773	20.799	236.0	253.0	0.042	0.089	-0.0098	0.0063	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:47_692225	42014989.0	0.0	0.0	0.0	-4.254	3.558	5.694	0.478	1.48	-0.524	0.0	-90.01	-88.271	88.271	1000.0	3.558	0.02	0.0	0.0	1.775	1.775	0	0	0	0.08	0.0	0.0	0.0	0.0	1.775	19.51	236.0	253.0	0.042	0.089	-0.0095	0.0063	0.003	0.0002	0.0035	0.0052
2014-06-12_22:45:47_712309	42035080.0	0.0	0.0	0.0	-3.117	10.947	1.228	0.292	-2.0	-1.407	0.0	-90.0	-88.518	88.518	1000.0	10.947	0.02	0.0	0.0	1.78	1.78	0	0	0	0.08	0.0	0.0	0.0	0.0	1.78	19.878	236.0	254.0	0.042	0.089	-0.0099	0.0063	0.0033	0.0003	0.0034	0.0052
2014-06-12_22:45:47_732313	42055078.0	0.0	0.0	0.0	5.799	-1.541	-1.054	-0.013	-1.17	-0.559	0.0	89.95	-84.919	84.919	1000.0	-1.541	0.02	0.0	0.0	1.708	1.708	0	0	0	0.08	0.0	0.0	0.0	0.0	1.708	19.712	236.0	253.0	0.043	0.089	-0.0098	0.0063	0.0031	0.0002	0.0036	0.0052
2014-06-12_22:45:47_752485	42075283.0	0.0	0.0	0.0	-4.75	-12.198	-0.711	0.222	0.226	-1.293	0.0	-90.0	-84.78	84.78	1000.0	-12.198	0.02	0.0	0.0	1.706	1.706	0	0	0	0.08	0.0	0.0	0.0	0.0	1.706	20.161	236.0	253.0	0.043	0.089	-0.01	0.0063	0.0035	0.0002	0.0034	0.0053
2014-06-12_22:45:47_772215	42094978.0	0.0	0.0	0.0	-7.941	-0.412	2.495	0.349	1.786	-0.575	0.0	-90.0	-84.877	84.877	1000.0	-0.412	0.02	0.0	0.0	1.708	1.708	0	0	0	0.08	0.0	0.0	0.0	0.0	1.708	19.481	236.0	253.0	0.043	0.089	-0.0095	0.0063	0.003	0.0002	0.0035	0.0052
2014-06-12_22:45:47_791976	42114741.0	0.0	0.0	0.0	-1.033	1.787	-0.337	0.548	1.974	-1.063	0.0	-90.0	-85.014	85.014	1000.0	1.787	0.02	0.0	0.0	1.71	1.71	0	0	0	0.08	0.0	0.0	0.0	0.0	1.71	19.656	236.0	253.0	0.043	0.089	-0.0095	0.0063	0.003	0.0002	0.0035	0.0052
2014-06-12_22:45:47_811981	42134747.0	0.0	0.0	0.0	9.089	-5.419	-2.077	0.843	1.418	-0.932	0.0	-90.01	-85.008	85.008	1000.0	-5.419	0.02	0.0	0.0	1.71	1.71	0	0	0	0.08	0.0	0.0	0.0	0.0	1.71	19.811	236.0	253.0	0.043	0.089	-0.0098	0.0064	0.0032	0.0002	0.0035	0.0052
2014-06-12_22:45:47_831993	42154765.0	0.0	0.0	0.0	2.922	-6.19	0.114	0.787	-0.491	-0.943	0.0	-90.0	-84.988	84.988	1000.0	-6.19	0.02	0.0	0.0	1.71	1.71	0	0	0	0.08	0.0	0.0	0.0	0.0	1.71	19.803	236.0	253.0	0.043	0.089	-0.0098	0.0064	0.0031	0.0002	0.0034	0.0053
2014-06-12_22:45:47_851835	42174599.0	0.0	0.0	0.0	-9.01	-0.999	2.663	0.422	-1.938	-0.98	0.0	-90.0	-85.069	85.069	1000.0	-0.999	0.02	0.0	0.0	1.711	1.711	0	0	0	0.08	0.0	0.0	0.0	0.0	1.711	19.652	236.0	253.0	0.043	0.089	-0.0096	0.0063	0.003	0.0002	0.0035	0.0053
2014-06-12_22:45:47_871715	42194518.0	0.0	0.0	0.0	-6.727	17.062	0.93	0.09	-2.01	-0.58	0.0	-90.0	-85.498	85.498	1000.0	17.062	0.02	0.0	0.0	1.72	1.72	0	0	0	0.08	0.0	0.0	0.0	0.0	1.72	19.768	236.0	253.0	0.043	0.089	-0.0097	0.0064	0.003	0.0002	0.0035	0.0053
2014-06-12_22:45:47_891999	42214762.0	0.0	0.0	0.0	3.242	1.237	-2.26	0.09	-1.591	-1.229	0.0	-89.99	-85.612	85.612	1000.0	1.237	0.02	0.0	0.0	1.722	1.722	0	0	0	0.08	0.0	0.0	0.0	0.0	1.722	20.109	236.0	253.0	0.043	0.089	-0.01	0.0064	0.0034	0.0002	0.0035	0.0052
2014-06-12_22:45:47_911776	42234546.0	0.0	0.0	0.0	9.204	-3.877	-3.795	0.296	-0.219	-0.574	0.0	-90.0	-85.625	85.625	1000.0	-3.877	0.02	0.0	0.0	1.723	1.723	0	0	0	0.08	0.0	0.0	0.0	0.0	1.723	19.695	236.0	253.0	0.043	0.089	-0.0096	0.0064	0.003	0.0002	0.0034	0.0052
2014-06-12_22:45:47_932008	42254777.0	0.0	0.0	0.0	-1.712	3.214	1.472	0.518	1.064	-0.588	0.0	-90.01	-85.776	85.776	1000.0	3.214	0.02	0.0	0.0	1.726	1.726	0	0	0	0.08	0.0	0.0	0.0	0.0	1.726	19.915	236.0	253.0	0.043	0.089	-0.01	0.0064	0.0033	0.0002	0.0036	0.0053
2014-06-12_22:45:47_951835	42274604.0	0.0	0.0	0.0	-0.613	22.756	4.564	0.635	1.931	-1.088	0.0	-90.0	-86.304	86.304	1000.0	22.756	0.02	0.0	0.0	1.736	1.736	0	0	0	0.08	0.0	0.0	0.0	0.0	1.736	19.913	236.0	253.0	0.043	0.089	-0.0096	0.0063	0.0032	0.0002	0.0033	0.0053
2014-06-12_22:45:47_971996	42294811.0	0.0	0.0	0.0	-5.33	10.268	1.694	0.691	1.751	-0.672	0.0	-90.01	-86.578	86.578	1000.0	10.268	0.02	0.0	0.0	1.742	1.742	0	0	0	0.08	0.0	0.0	0.0	0.0	1.742	19.839	236.0	253.0	0.043	0.089	-0.01	0.0064	0.0033	0.0002	0.0035	0.0052
2014-06-12_22:45:47_991747	42314516.0	0.0	0.0	0.0	4.845	-16.541	-4.138	0.539	0.966	-1.556	0.0	-90.0	-86.327	86.327	1000.0	-16.541	0.02	0.0	0.0	1.737	1.737	0	0	0	0.08	0.0	0.0	0.0	0.0	1.737	19.676	236.0	253.0	0.043	0.089	-0.0094	0.0063	0.003	0.0002	0.0034	0.0052
2014-06-12_22:45:48_011625	42334391.0	0.0	0.0	0.0	4.891	-5.717	-5.864	0.306	-0.375	-0.841	0.0	-90.0	-86.291	86.291	1000.0	-5.717	0.02	0.0	0.0	1.736	1.736	0	0	0	0.08	0.0	0.0	0.0	0.0	1.736	19.667	236.0	253.0	0.043	0.089	-0.0097	0.0063	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:48_031453	42354303.0	0.0	0.0	0.0	2.067	21.336	-0.421	0.373	-1.621	-0.8	0.0	-90.0	-86.775	86.775	1000.0	21.336	0.02	0.0	0.0	1.745	1.745	0	0	0	0.08	0.0	0.0	0.0	0.0	1.745	19.597	236.0	253.0	0.043	0.089	-0.0097	0.0063	0.003	0.0002	0.0033	0.0055
2014-06-12_22:45:48_051836	42374606.0	0.0	0.0	0.0	6.189	18.688	1.892	0.279	-1.753	-0.723	0.0	-90.0	-87.21	87.21	1000.0	18.688	0.02	0.0	0.0	1.754	1.754	0	0	0	0.08	0.0	0.0	0.0	0.0	1.754	20.262	236.0	253.0	0.042	0.089	-0.0101	0.0063	0.0035	0.0002	0.0034	0.0053
2014-06-12_22:45:48_071709	42394484.0	0.0	0.0	0.0	0.914	1.695	2.434	0.263	-1.504	-0.898	0.0	-90.0	-87.299	87.299	1000.0	1.695	0.02	0.0	0.0	1.756	1.756	0	0	0	0.08	0.0	0.0	0.0	0.0	1.756	19.77	236.0	253.0	0.042	0.089	-0.0097	0.0063	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:48_091681	42414448.0	0.0	0.0	0.0	6.425	-13.931	1.251	0.377	-0.912	-1.18	0.0	-90.0	-87.084	87.084	1000.0	-13.931	0.02	0.0	0.0	1.752	1.752	0	0	0	0.08	0.0	0.0	0.0	0.0	1.752	19.693	236.0	253.0	0.042	0.089	-0.0097	0.0064	0.003	0.0002	0.0035	0.0053
2014-06-12_22:45:48_111983	42434748.0	0.0	0.0	0.0	0.509	-27.221	3.121	0.457	0.159	-0.962	0.0	-90.0	-86.602	86.602	1000.0	-27.221	0.02	0.0	0.0	1.742	1.742	0	0	0	0.08	0.0	0.0	0.0	0.0	1.742	20.283	236.0	253.0	0.043	0.089	-0.0101	0.0063	0.0036	0.0002	0.0034	0.0052
2014-06-12_22:45:48_132122	42454889.0	0.0	0.0	0.0	-8.918	-0.145	3.396	0.304	1.211	-0.606	0.0	-90.0	-86.667	86.667	1000.0	-0.145	0.02	0.0	0.0	1.743	1.743	0	0	0	0.08	0.0	0.0	0.0	0.0	1.743	19.916	236.0	253.0	0.043	0.089	-0.0099	0.0063	0.0034	0.0002	0.0035	0.0052
2014-06-12_22:45:48_151716	42474482.0	0.0	0.0	0.0	-2.956	12.046	-1.131	0.243	1.757	-0.967	0.0	-90.0	-86.965	86.965	1000.0	12.046	0.02	0.0	0.0	1.749	1.749	0	0	0	0.08	0.0	0.0	0.0	0.0	1.749	19.575	236.0	253.0	0.043	0.089	-0.0094	0.0063	0.003	0.0002	0.0033	0.0052
2014-06-12_22:45:48_171834	42494598.0	0.0	0.0	0.0	2.456	0.535	-3.619	0.294	1.319	-0.834	0.0	-90.0	-87.036	87.036	1000.0	0.535	0.02	0.0	0.0	1.751	1.751	0	0	0	0.08	0.0	0.0	0.0	0.0	1.751	19.822	236.0	253.0	0.042	0.089	-0.0099	0.0063	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:48_191560	42514359.0	0.0	0.0	0.0	2.38	-4.496	-2.612	0.74	0.367	-1.448	0.0	-90.0	-87.009	87.009	1000.0	-4.496	0.02	0.0	0.0	1.75	1.75	0	0	0	0.08	0.0	0.0	0.0	0.0	1.75	19.598	236.0	253.0	0.042	0.089	-0.0095	0.0063	0.003	0.0002	0.0034	0.0052
2014-06-12_22:45:48_211786	42534550.0	0.0	0.0	0.0	-1.544	12.779	4.014	0.567	-0.92	-0.816	0.0	-90.0	-87.319	87.319	1000.0	12.779	0.02	0.0	0.0	1.756	1.756	0	0	0	0.08	0.0	0.0	0.0	0.0	1.756	19.988	236.0	253.0	0.042	0.089	-0.01	0.0064	0.0034	0.0002	0.0035	0.0052
2014-06-12_22:45:48_231894	42554663.0	0.0	0.0	0.0	-3.193	10.665	4.144	0.546	-1.758	-0.705	0.0	-90.0	-87.582	87.582	1000.0	10.665	0.02	0.0	0.0	1.762	1.762	0	0	0	0.08	0.0	0.0	0.0	0.0	1.762	20.046	236.0	253.0	0.042	0.089	-0.0099	0.0063	0.0035	0.0002	0.0034	0.0053
2014-06-12_22:45:48_251951	42574718.0	0.0	0.0	0.0	3.57	-2.465	1.22	0.131	-1.763	-0.945	0.0	-90.0	-87.583	87.583	1000.0	-2.465	0.02	0.0	0.0	1.762	1.762	0	0	0	0.08	0.0	0.0	0.0	0.0	1.762	19.787	236.0	253.0	0.042	0.089	-0.0098	0.0064	0.0032	0.0002	0.0035	0.0052
2014-06-12_22:45:48_271727	42594529.0	0.0	0.0	0.0	5.28	-9.77	-1.841	0.307	-0.636	-0.99	0.0	-90.0	-87.443	87.443	1000.0	-9.77	0.02	0.0	0.0	1.759	1.759	0	0	0	0.08	0.0	0.0	0.0	0.0	1.759	19.659	236.0	253.0	0.042	0.089	-0.0096	0.0063	0.003	0.0002	0.0035	0.0052
2014-06-12_22:45:48_291811	42614577.0	0.0	0.0	0.0	-4.712	9.749	-0.421	0.224	1.054	-0.962	0.0	-90.0	-87.684	87.684	1000.0	9.749	0.02	0.0	0.0	1.764	1.764	0	0	0	0.08	0.0	0.0	0.0	0.0	1.764	19.925	236.0	253.0	0.042	0.089	-0.0098	0.0064	0.0032	0.0002	0.0035	0.0052
2014-06-12_22:45:48_311835	42634600.0	0.0	0.0	0.0	-9.735	4.741	1.678	0.293	1.99	-0.829	0.0	-90.0	-87.823	87.823	1000.0	4.741	0.02	0.0	0.0	1.766	1.766	0	0	0	0.08	0.0	0.0	0.0	0.0	1.766	19.897	236.0	253.0	0.042	0.089	-0.0098	0.0063	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:48_331771	42654540.0	0.0	0.0	0.0	-0.124	-22.526	-3.932	0.64	1.99	-1.388	0.0	-90.0	-87.433	87.433	1000.0	-22.526	0.02	0.0	0.0	1.759	1.759	0	0	0	0.08	0.0	0.0	0.0	0.0	1.759	19.652	236.0	253.0	0.042	0.089	-0.0097	0.0064	0.003	0.0002	0.0035	0.0053
2014-06-12_22:45:48_351733	42674506.0	0.0	0.0	0.0	7.601	-1.908	-2.81	0.772	0.403	-1.185	0.0	-90.0	-87.447	87.447	1000.0	-1.908	0.02	0.0	0.0	1.759	1.759	0	0	0	0.08	0.0	0.0	0.0	0.0	1.759	19.942	236.0	253.0	0.042	0.089	-0.0097	0.0063	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:48_372859	42695655.0	0.0	0.0	0.0	-0.475	1.649	3.816	0.642	-1.651	-0.607	0.0	-90.01	-87.532	87.532	1000.0	1.649	0.02	0.0	0.0	1.761	1.761	0	0	0	0.08	0.0	0.0	0.0	0.0	1.761	20.905	236.0	253.0	0.042	0.089	-0.0109	0.0063	0.0043	0.0002	0.0035	0.0052
2014-06-12_22:45:48_392733	42715499.0	0.0	0.0	0.0	-9.239	20.894	3.572	0.381	-2.01	-0.996	0.0	-90.0	-87.987	87.987	1000.0	20.894	0.02	0.0	0.0	1.77	1.77	0	0	0	0.08	0.0	0.0	0.0	0.0	1.77	19.791	236.0	253.0	0.042	0.089	-0.0097	0.0063	0.0032	0.0002	0.0034	0.0052
2014-06-12_22:45:48_412841	42735608.0	0.0	0.0	0.0	6.662	-2.404	-0.986	-0.122	-1.984	-0.932	0.0	90.0	-84.38	84.38	1000.0	-2.404	0.02	0.0	0.0	1.698	1.698	0	0	0	0.08	0.0	0.0	0.0	0.0	1.698	19.827	236.0	253.0	0.043	0.089	-0.0099	0.0063	0.0033	0.0002	0.0035	0.0052
2014-06-12_22:45:48_433255	42756022.0	0.0	0.0	0.0	-2.911	-29.809	-1.955	0.185	-0.495	-1.314	0.0	-90.0	-83.902	83.902	1000.0	-29.809	0.02	0.0	0.0	1.688	1.688	0	0	0	0.08	0.0	0.0	0.0	0.0	1.688	20.213	236.0	253.0	0.043	0.088	-0.0102	0.0064	0.0036	0.0002	0.0034	0.0053
2014-06-12_22:45:48_453327	42776091.0	0.0	0.0	0.0	-4.071	-3.572	1.205	0.248	1.209	-0.621	0.0	-90.0	-83.954	83.954	1000.0	-3.572	0.02	0.0	0.0	1.689	1.689	0	0	0	0.08	0.0	0.0	0.0	0.0	1.689	20.038	236.0	253.0	0.043	0.088	-0.0098	0.0063	0.0034	0.0002	0.0035	0.0051
2014-06-12_22:45:48_473161	42795988.0	0.0	0.0	0.0	-2.544	5.802	1.694	0.432	1.974	-0.411	0.0	-90.01	-84.187	84.187	1000.0	5.802	0.02	0.0	0.0	1.694	1.694	0	0	0	0.08	0.0	0.0	0.0	0.0	1.694	19.616	236.0	253.0	0.043	0.088	-0.0097	0.0063	0.0031	0.0002	0.0034	0.0053
2014-06-12_22:45:48_493159	42815921.0	0.0	0.0	0.0	6.395	11.657	-2.23	0.665	1.988	-1.211	0.0	-90.0	-84.53	84.53	1000.0	11.657	0.02	0.0	0.0	1.701	1.701	0	0	0	0.08	0.0	0.0	0.0	0.0	1.701	19.89	236.0	253.0	0.043	0.089	-0.0097	0.0063	0.0033	0.0002	0.0035	0.0051
2014-06-12_22:45:48_513020	42835783.0	0.0	0.0	0.0	6.227	-12.938	-2.78	0.846	0.355	-0.982	0.0	-90.0	-84.389	84.389	1000.0	-12.938	0.02	0.0	0.0	1.698	1.698	0	0	0	0.08	0.0	0.0	0.0	0.0	1.698	19.765	236.0	253.0	0.043	0.089	-0.0096	0.0063	0.0033	0.0002	0.0033	0.0053
2014-06-12_22:45:48_533244	42856010.0	0.0	0.0	0.0	-3.88	2.772	2.663	0.614	-1.491	-1.031	0.0	-90.0	-84.555	84.555	1000.0	2.772	0.02	0.0	0.0	1.701	1.701	0	0	0	0.08	0.0	0.0	0.0	0.0	1.701	19.883	236.0	253.0	0.043	0.089	-0.01	0.0064	0.0034	0.0002	0.0036	0.0052
2014-06-12_22:45:48_553351	42876118.0	0.0	0.0	0.0	-8.315	8.336	3.587	0.307	-2.01	-1.084	0.0	-90.0	-84.827	84.827	1000.0	8.336	0.02	0.0	0.0	1.707	1.707	0	0	0	0.08	0.0	0.0	0.0	0.0	1.707	19.897	236.0	253.0	0.043	0.089	-0.0099	0.0062	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:48_573257	42896055.0	0.0	0.0	0.0	-0.987	0.764	-2.085	-0.031	-2.001	-0.719	0.0	89.97	-81.346	81.346	1000.0	0.764	0.02	0.0	0.0	1.637	1.637	0	0	0	0.08	0.0	0.0	0.0	0.0	1.637	19.814	236.0	253.0	0.044	0.088	-0.0097	0.0064	0.003	0.0002	0.0035	0.0052
2014-06-12_22:45:48_593431	42916194.0	0.0	0.0	0.0	8.12	-6.03	-4.39	0.271	-0.82	-1.225	0.0	-90.0	-81.4	81.4	1000.0	-6.03	0.02	0.0	0.0	1.638	1.638	0	0	0	0.08	0.0	0.0	0.0	0.0	1.638	20.097	236.0	253.0	0.044	0.088	-0.0099	0.0063	0.0035	0.0002	0.0034	0.0052
2014-06-12_22:45:48_613409	42936287.0	0.0	0.0	0.0	0.906	-7.496	0.274	0.432	0.907	-0.712	0.0	-90.0	-81.427	81.427	1000.0	-7.496	0.02	0.0	0.0	1.639	1.639	0	0	0	0.08	0.0	0.0	0.0	0.0	1.639	19.808	236.0	253.0	0.044	0.088	-0.0099	0.0063	0.0033	0.0002	0.0035	0.0052
2014-06-12_22:45:48_633672	42956434.0	0.0	0.0	0.0	-0.643	11.802	2.854	0.655	1.974	-0.776	0.0	-90.0	-81.827	81.827	1000.0	11.802	0.02	0.0	0.0	1.647	1.647	0	0	0	0.08	0.0	0.0	0.0	0.0	1.647	19.76	236.0	253.0	0.044	0.088	-0.0099	0.0064	0.0031	0.0002	0.0034	0.0056
2014-06-12_22:45:48_653785	42976551.0	0.0	0.0	0.0	5.013	-1.45	2.152	0.761	1.974	-0.93	0.0	-90.0	-81.961	81.961	1000.0	-1.45	0.02	0.0	0.0	1.649	1.649	0	0	0	0.08	0.0	0.0	0.0	0.0	1.649	20.289	236.0	253.0	0.044	0.088	-0.0099	0.0063	0.0034	0.0002	0.0035	0.0052
2014-06-12_22:45:48_673897	42996705.0	0.0	0.0	0.0	7.853	-7.351	-1.978	0.694	0.962	-0.807	0.0	-90.0	-81.979	81.979	1000.0	-7.351	0.02	0.0	0.0	1.65	1.65	0	0	0	0.08	0.0	0.0	0.0	0.0	1.65	19.858	236.0	253.0	0.044	0.088	-0.0099	0.0063	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:48_693721	43016486.0	0.0	0.0	0.0	-1.941	-3.938	-1.009	0.553	0.658	-1.363	0.0	-90.0	-82.064	82.064	1000.0	-3.938	0.02	0.0	0.0	1.651	1.651	0	0	0	0.08	0.0	0.0	0.0	0.0	1.651	19.729	236.0	253.0	0.043	0.088	-0.0096	0.0064	0.003	0.0002	0.0035	0.0051
2014-06-12_22:45:48_713646	43036413.0	0.0	0.0	0.0	-8.987	12.291	2.106	0.283	-1.994	-0.862	0.0	-90.0	-82.459	82.459	1000.0	12.291	0.02	0.0	0.0	1.659	1.659	0	0	0	0.08	0.0	0.0	0.0	0.0	1.659	19.682	236.0	253.0	0.043	0.088	-0.0097	0.0064	0.0031	0.0002	0.0034	0.0053
2014-06-12_22:45:48_733811	43056577.0	0.0	0.0	0.0	-6.147	0.085	0.404	0.186	-1.994	-1.236	0.0	-90.0	-82.612	82.612	1000.0	0.085	0.02	0.0	0.0	1.662	1.662	0	0	0	0.08	0.0	0.0	0.0	0.0	1.662	20.061	236.0	253.0	0.043	0.088	-0.0099	0.0064	0.0034	0.0002	0.0035	0.0052
2014-06-12_22:45:48_753394	43076164.0	0.0	0.0	0.0	8.059	3.314	-1.703	0.024	-1.232	-0.853	0.0	-89.96	-82.822	82.822	1000.0	3.314	0.02	0.0	0.0	1.666	1.666	0	0	0	0.08	0.0	0.0	0.0	0.0	1.666	19.496	236.0	253.0	0.043	0.088	-0.0093	0.0062	0.003	0.0002	0.0033	0.0053
2014-06-12_22:45:48_773437	43096203.0	0.0	0.0	0.0	1.41	-12.312	2.549	0.565	0.158	-0.877	0.0	-90.0	-82.727	82.727	1000.0	-12.312	0.02	0.0	0.0	1.665	1.665	0	0	0	0.08	0.0	0.0	0.0	0.0	1.665	19.785	236.0	253.0	0.043	0.088	-0.0098	0.0064	0.0032	0.0002	0.0035	0.0052
2014-06-12_22:45:48_794340	43117111.0	0.0	0.0	0.0	-5.025	-12.656	6.388	0.509	1.388	-0.738	0.0	-90.0	-82.622	82.622	1000.0	-12.656	0.02	0.0	0.0	1.662	1.662	0	0	0	0.08	0.0	0.0	0.0	0.0	1.662	20.185	236.0	253.0	0.043	0.088	-0.0107	0.0064	0.0036	0.0002	0.004	0.0053
2014-06-12_22:45:48_813927	43136693.0	0.0	0.0	0.0	-5.43	15.657	6.03	0.514	-2.01	-0.671	0.0	-90.0	-83.078	83.078	1000.0	15.657	0.02	0.0	0.0	1.672	1.672	0	0	0	0.08	0.0	0.0	0.0	0.0	1.672	20.106	236.0	253.0	0.043	0.088	-0.0093	0.0064	0.0029	0.0002	0.0034	0.0052
2014-06-12_22:45:48_834327	43157093.0	0.0	0.0	0.0	1.364	-2.122	-1.093	0.468	1.559	-1.044	0.0	-90.0	-83.175	83.175	1000.0	-2.122	0.02	0.0	0.0	1.674	1.674	0	0	0	0.08	0.0	0.0	0.0	0.0	1.674	19.962	236.0	253.0	0.043	0.088	-0.0102	0.0063	0.0035	0.0002	0.0035	0.0053
2014-06-12_22:45:48_854128	43176899.0	0.0	0.0	0.0	3.899	-11.511	-6.787	0.466	-0.307	-1.49	0.0	-90.0	-83.088	83.088	1000.0	-11.511	0.02	0.0	0.0	1.672	1.672	0	0	0	0.08	0.0	0.0	0.0	0.0	1.672	19.822	236.0	253.0	0.043	0.088	-0.0096	0.0063	0.0031	0.0002	0.0034	0.0052
2014-06-12_22:45:48_874164	43196932.0	0.0	0.0	0.0	-1.162	-12.053	-4.619	0.479	-0.452	-1.219	0.0	-90.0	-82.994	82.994	1000.0	-12.053	0.02	0.0	0.0	1.67	1.67	0	0	0	0.08	0.0	0.0	0.0	0.0	1.67	19.655	236.0	253.0	0.043	0.088	-0.0097	0.0063	0.003	0.0002	0.0035	0.0054
2014-06-12_22:45:48_893895	43216662.0	0.0	0.0	0.0	-9.659	-11.106	2.358	0.392	-1.37	-0.588	0.0	-90.0	-82.919	82.919	1000.0	-11.106	0.02	0.0	0.0	1.668	1.668	0	0	0	0.08	0.0	0.0	0.0	0.0	1.668	19.793	236.0	253.0	0.043	0.088	-0.0095	0.0064	0.003	0.0002	0.0035	0.0051
2014-06-12_22:45:48_913724	43236498.0	0.0	0.0	0.0	-5.59	20.39	3.091	0.383	-1.471	-0.795	0.0	-90.0	-83.452	83.452	1000.0	20.39	0.02	0.0	0.0	1.679	1.679	0	0	0	0.08	0.0	0.0	0.0	0.0	1.679	19.571	236.0	253.0	0.043	0.088	-0.0096	0.0063	0.0031	0.0002	0.0034	0.0053
2014-06-12_22:45:48_933787	43256592.0	0.0	0.0	0.0	1.273	-4.832	2.236	0.345	-1.41	-0.966	0.0	-90.0	-83.489	83.489	1000.0	-4.832	0.02	0.0	0.0	1.68	1.68	0	0	0	0.08	0.0	0.0	0.0	0.0	1.68	19.876	236.0	253.0	0.043	0.088	-0.0099	0.0063	0.0033	0.0002	0.0036	0.0052
2014-06-12_22:45:48_953785	43276553.0	0.0	0.0	0.0	7.189	-11.977	-1.383	0.529	-0.736	-0.561	0.0	-90.01	-83.388	83.388	1000.0	-11.977	0.02	0.0	0.0	1.678	1.678	0	0	0	0.08	0.0	0.0	0.0	0.0	1.678	19.685	236.0	253.0	0.043	0.088	-0.0097	0.0062	0.0031	0.0002	0.0036	0.0053
2014-06-12_22:45:48_973347	43296106.0	0.0	0.0	0.0	8.547	2.382	1.198	0.459	0.494	-1.301	0.0	-90.0	-83.566	83.566	1000.0	2.382	0.02	0.0	0.0	1.681	1.681	0	0	0	0.08	0.0	0.0	0.0	0.0	1.681	19.736	236.0	253.0	0.043	0.088	-0.0093	0.0063	0.003	0.0002	0.0034	0.0051
2014-06-12_22:45:48_993388	43316150.0	0.0	0.0	0.0	-9.827	19.1	1.701	0.283	1.592	-0.716	0.0	-90.0	-84.063	84.063	1000.0	19.1	0.02	0.0	0.0	1.691	1.691	0	0	0	0.08	0.0	0.0	0.0	0.0	1.691	19.676	236.0	253.0	0.043	0.088	-0.0098	0.0063	0.0033	0.0002	0.0035	0.0052
2014-06-12_22:45:49_013180	43335943.0	0.0	0.0	0.0	-7.063	6.68	-3.787	0.503	1.975	-1.445	0.0	-90.0	-84.312	84.312	1000.0	6.68	0.02	0.0	0.0	1.696	1.696	0	0	0	0.08	0.0	0.0	0.0	0.0	1.696	19.861	236.0	253.0	0.043	0.089	-0.0096	0.0062	0.0033	0.0002	0.0034	0.0051
2014-06-12_22:45:49_033008	43355774.0	0.0	0.0	0.0	8.456	-15.793	-5.291	0.49	1.358	-0.944	0.0	-90.0	-84.124	84.124	1000.0	-15.793	0.02	0.0	0.0	1.692	1.692	0	0	0	0.08	0.0	0.0	0.0	0.0	1.692	19.535	236.0	253.0	0.043	0.088	-0.0096	0.0062	0.0032	0.0002	0.0034	0.0052
2014-06-12_22:45:49_052843	43375604.0	0.0	0.0	0.0	-3.704	-17.77	-2.138	0.628	0.004	-1.174	0.0	-90.0	-83.897	83.897	1000.0	-17.77	0.02	0.0	0.0	1.688	1.688	0	0	0	0.08	0.0	0.0	0.0	0.0	1.688	19.749	236.0	253.0	0.043	0.088	-0.0096	0.0064	0.0032	0.0002	0.0034	0.0052
